,Song_Name,Artist,Genre,Lyrics,SongID
221,Fire and Rain,James Taylor,country,yesterday morning let know gone suzanne plans made put end walked morning wrote song remember send seen fire seen rain seen sunny days thought would never end seen lonely times could find friend always thought see look upon jesus got help make stand got see another day body aching time hand make way oh seen fire seen rain seen sunny days thought would never end seen lonely times could find friend always thought see walking mind easy time back turned towards sun lord knows cold wind blows turn head around well hours time telephone line talk things come sweet dreams flying machines pieces ground oh seen fire seen rain seen sunny days thought would never end seen lonely times could find friend always thought see baby one time thought see one time things coming way time around thought see thought see fire rain,521
222,Jailhouse Rock,Elvis Presley,country,warden threw party county jail prison band began wail band jumping joint began swing heard knocked jailbirds sing let rock everybody let rock everybody whole cell block dancing jailhouse rock spider murphy played tenor saxophone little joe blowing slide trombone drummer boy illinois went crash boom bang whole rhythm section purple gang let rock everybody let rock everybody whole cell block dancing jailhouse rock number forty seven said number three cutest jailbird ever see sure would delighted company come jailhouse rock let rock everybody let rock everybody whole cell block dancing jailhouse rock sad sack sitting block stone way corner weeping alone warden said hey buddy square find partner use wooden chair let rock everybody let rock everybody whole cell block dancing jailhouse rock shifty henry said bugs heaven sake one looking chance make break bugsy turned shifty said nix nix want stick around get kicks let rock everybody let rock everybody whole cell block dancing jailhouse rock,522
223,State of Grace,Taylor Swift,country,walking fast traffic lights busy streets busy lives know touch go alone changing minds fall love till hurts bleeds fades time never saw coming never come around armor falls pierce room like cannon ball know let go alone room slates clean twin fire signs four blue eyes never saint loved shades wrong learn live pain mosaic broken hearts love brave wild never saw coming never state grace worthwhile fight love ruthless game unless play good right hands fate achilles heel golden age something good right real never saw coming never never saw coming never state grace worthwhile fight love ruthless game unless play good right,523
224,Coming Home,Keith Urban,country,wake feeling soul living someone else life turnin concrete harder city streets one even cares alive gotta get right mmm get right mmm mmm place know know gotta get back ones love wrap around never let go nothin world feels like place know know gotta get back ones love wrap around never let go nothin world feels like coming home home home mmm coming home mind heavy sleep even memory good enough get night mmm longin real thing people know real ways love back life mmm gotta get right ooh yeah get right ooh yeah place know know gotta get back ones love wrap around never let go nothin world feels like place know know gotta get back ones love wrap around never let go nothin world feels like coming home home home mmm coming home home home mmm coming home yeah know one call away yeah know one call away yeah know one call away yeah know one call away place know know gotta get back ones love oh baby wrap around never let go nothin world feels like hey place know know gotta get back ones love wrap around never let go yeah nothin world feels like coming home nothin world feeling lost madness nothin world feels like need somewhere ease mind coming home comin home sidewalks filled different faces ooh hoo many places none like mine coming home,524
225,Need You Now,Lady Antebellum,country,picture perfect memories scattered around floor reachin phone cause fight anymore wonder ever cross mind happens time quarter one alone need said call lost control need know without need another shot whiskey stop lookin door wishing come sweeping way wonder ever cross mind happens time quarter one little drunk need said call lost control need know without need yes rather hurt feel nothin quarter one alone need said call little drunk need know without need need oh baby need,525
226,Safe & Sound,Taylor Swift,country,remember tears streaming face said never let go shadows almost killed light remember said leave alone dead gone passed tonight close eyes sun going right one hurt come morning light safe sound dare look window darling everything fire war outside door keeps raging hold lullaby even music gone gone close eyes sun going right one hurt come morning light safe sound close eyes right come morning light safe sound ooh ooh ooh ooh oh oh,526
227,Million Reasons,Lady Gaga,country,giving million reasons let go giving million reasons quit show givin million reasons give million reasons givin million reasons million reasons highway would run hills could find dry way forever still giving million reasons give million reasons givin million reasons million reasons bow pray try make worst seem better lord show way cut worn leather got hundred million reasons walk away baby need one good one stay head stuck cycle look stare like stopped breathing completely aware cause giving million reasons give million reasons givin million reasons million reasons say something might even mean hard even fathom parts believe cause giving million reasons give million reasons givin million reasons million reasons bow pray try make worst seem better lord show way cut worn leather got hundred million reasons walk away baby need one good one stay hey ehh ehh eyy baby bleedin bleedin stay ehh ehhy give needin needin every heartbreak makes hard keep faith baby need one good one good one good one good one good one good one bow pray try make worst seem better lord show way cut worn leather got hundred million reasons walk away baby need one good one good one tell good one good one baby need one good one stay,527
228,Wagon Wheel,Darius Rucker,country,heading south land pines thumbing way north caroline staring road pray god see headlights made coast seventeen hours picking bouquet dogwood flowers hoping raleigh see baby tonight rock mama like wagon wheel rock mama way feel hey mama rock rock mama like wind rain rock mama like south bound train hey mama rock running cold new england born fiddler old time string band baby plays guitar pick banjo oh north country winters keep getting lost money playing poker leave town turning back living old life rock mama like wagon wheel rock mama way feel hey mama rock rock mama like wind rain rock mama like south bound train hey mama rock walking south roanoke caught trucker philly nice long toke heading west cumberland gap johnson city tennessee got get move sun hear baby calling name know one die raleigh least die free rock mama like wagon wheel rock mama way feel hey mama rock oh rock mama like wind rain rock mama like south bound train hey hey mama rock rock mama like wagon wheel rock mama way feel hey hey mama rock mama rock mama rock rock mama like wind rain rock mama like south bound train hey hey mama rock rock rock,528
229,If I Die Young,The Band Perry,country,die young bury satin lay bed roses sink river dawn send away words love song oh oh oh oh lord make rainbow shine mother know safe stands colors oh life always think ought even gray buries baby sharp knife short life well enough time die young bury satin lay bed roses sink river dawn send away words love song sharp knife short life well enough time wearing white come kingdom green ring little cold finger never known lovin man sure felt nice holdin hand boy town says love forever would thought forever could severed sharp knife short life well enough time put best boys wear pearls never done penny thoughts—oh sell em dollar worth much goner maybe hear words singin funny dead people start listenin die young bury satin lay bed roses sink river dawn send away words love song ooh ooh ballad dove go peace love gather tears keep em pocket save em time really gonna need em oh sharp knife short life well enough time put best boys wear pearls,529
230,Everything Has Changed,Taylor Swift,country,knew morning woke know something know something seen since 18 hours ago green eyes freckles smile back mind making feel like want know better know better know better want know better know better know better want know better know better know better want know know know cause know said hello eyes look like coming home know simple name everything changed know held door mine know since yesterday everything changed walls stood tall painted blue take take open door feel stomach butterflies beautiful kind making lost time taking flight making feel like want know better know better know better want know better know better know better want know better know better know better want know know know cause know said hello eyes look like coming home know simple name everything changed know held door mine know since yesterday everything changed come back tell feeling like missed time meet tonight let know mind want know better know better know better want know know know cause know said hello eyes look like coming home know simple name everything changed know held door mine know since yesterday everything changed know said hello dust highest hopes know pouring rain everything changed know new found grace days know face know since yesterday everything changed,530
231,I Walk The Line,Johnny Cash,country,keep close watch heart mine keep eyes wide open time keep ends tie binds mine walk line find easy true find alone day yes admit fool mine walk line sure night dark day light keep mind day night happiness known proves right mine walk line got way keep side give cause love hide know even try turn tide mine walk line keep close watch heart mine keep eyes wide open time keep ends tie binds mine walk line,531
232,The Night the Lights Went Out in Georgia,Reba McEntire,country,way home candletop two weeks gone thought stop web drink fore went home andy wo lo said hello said hi new wo said sit got bad news going hurt said best friend know right young bride home tonight since gone seeing amos boy seth got mad saw red andy said boy lose head tell truth night lights went georgia night hung innocent man well trust soul backwoods southern lawyer cause judge town got bloodstains hands andy got scared left bar walking home live far see andy many friends lost one brother thought wife must left town went home finally found thing daddy left gun went andy house slipping backwoods quiet mouse came upon tracks small andy make looked screen back porch door saw andy lying floor puddle blood started shake georgia patrol making rounds fired shot flag big bellied sheriff grabbed gun said judge said guilty make believe trial slapped sheriff back smile said supper waiting home got get night lights went georgia night hung innocent man well trust soul backwoods southern lawyer judge town got bloodstains hands well hung brother could say tracks saw way andy house back night mine cheating wife never left town one body never found see little sister miss aims gun night lights went georgia night hung innocent man well trust soul backwoods southern lawyer judge town got bloodstains hands night lights went georgia night hung innocent man well trust soul backwoods southern lawyer judge town got bloodstains hands,532
233,I Lived It,Blake Shelton,country,daddy drove wheels flatbed ford flies found hole old screen door granny said dress sister wore church long enough mama poured grease crisco put hundred thousand miles sears box fan uncle joe put tobacco hand yellow jackets torn making oh think talking crazy different language might understand oh alright kind life made taking mind visit back time cause miss know love like love unless lived man lived granddaddy smoked salems windows drove around back truck drank hose spit cup survived somehow ol duke boys flattening hills hollywood fake wrestling real dream spending two dollar bill pushing lawn mower around go back right oh think talking crazy different language might understand oh alright kind life made taking mind visit back time cause miss know love like love unless lived man lived oh man lived oh think talking crazy different language might understand oh alright kind life made taking mind visit back time cause miss know love like love unless lived man lived oh man lived,533
234,Country Song,Bo Burnham,country,big fans country music yeah oh people extending name boo also approval think country music gets bad rep ya know bruce springsteen sings fucking turnpike art someone sings horse dumb inherently think greatest songwriters time country artists dolly parton willie nelson ya know writing honestly art would never bash problem lot modern country music called stadium country music sort keith urban brand country music honest exact opposite honest instead people actually telling stories got bunch millionaire metrosexuals never done hard day work lives figured words phrases use pander audience list words phrases sort mad lib style raking millions dollars actual working class people know words know know phrases phrases like dirt road cold beer blue jeans red pickup rural noun simple adjective shoes shirt jews hear sort mental typo walk talk like field hand boots wearing cost three grand write songs riding tractors comfort private jet sing mandarin still know pandering hunting deer chasing trout bud light logo facing hear subtle mandolin textbook panderin private ranch rarely use like dirt one verse one chorus bag time talk ladies hoping southern charm offsets rape vibes puttin good girl straw hat arms corn field scarecrow thought human woman sorry cold night cold beer cold jeans strike last one wanting hope feeling subtextually go bed doze take country girl clothes put hands body feels like hay fucking scarecrow like mike evander ing fuck ears pandering write songs people jobs towns never move legalize gerrymandering tolerate pandering got beautiful mouth got beautiful dick dumb motherfuckers want key change thematically meandering emphatically pandering got tight grip demo balls say word truck jizz overalls know land land pandering upfront cause total fuckin cunt ry boy,534
235,Lovesick Blues (Walmart yodeling kid),Mason Ramsey (Lil Hank Williams),country,hey lord know sit sigh oh lord last long day said goodbye well lord thought would cry got kind loving lord love hear calls sweet daddy beautiful dream hate think lost heart seems grown used somehow nobody sugar daddy lonesome got lovesick blues well love love beautiful gal matter love love beautiful gal care tried tried keep satisfied stay leaving say got feeling called blues oh lord since baby say goodbye hey lord know sit sigh oh lord last long day said goodbye well lord thought would cry got kind loving lord love hear calls sweet daddy beautiful dream hate think lost heart seems grown used somehow nobody sugar daddy lonesome got lovesick blues,535
236,You Make It Easy,Jason Aldean,country,like rainy sunday morning makes want stay bed twisted day long inspiration girl take places put words right songs stealing kisses cover babe see forever see face swear god made make easy loving make easy every little thing sunshine darkest days better half saving grace make wanna make easy took rough around edges never let ruffle feathers angel yeah life got wrapped around finger like case tell make easy loving make easy every little thing sunshine darkest days better half saving grace make wanna make easy stealing kisses cover babe see forever see face swear god made make easy loving make easy every little thing sunshine darkest days better half saving grace make wanna make easy make easy,536
237,22,Taylor Swift,country,feels like perfect night dress like hipsters make fun exes uh uh uh uh feels like perfect night breakfast midnight fall love strangers uh uh uh uht yeah happy free confused lonely time miserable magical oh yeah tonight night forget deadlines time uh uh know feeling 22 everything alright keep next know bet wanted everything alright keep dancing like 22 22 seems like one nights place crowded many cool kids uh uh uh uh taylor swift anyway ew seems like one nights ditch whole scene end dreaming instead sleeping yeah happy free confused lonely best way miserable magical oh yeah tonight night forget heartbreaks time oh oh know feeling 22 everything alright keep next know bet wanted everything alright keep dancing like 22 22 know 22 22 feels like one nights ditch whole scene feels like one nights sleeping feels like one nights look like bad news gotta gotta know feeling 22 everything alright keep next know bet wanted everything alright keep dancing like 22 22 dancing like 22 yeah 22 yeah yeah feels like one nights ditch whole scene feels like one nights sleeping feels like one nights look like bad news gotta gotta,537
238,Folsom Prison Blues,Johnny Cash,country,hear train comin rolling round bend seen sunshine since know stuck folsom prison time keeps draggin train keeps rollin san antone baby mama told son always good boy ever play guns shot man reno watch die hear whistle blowing hang head cry sooooeeee bet rich folks eating fancy dining car probably drinkin coffee smoking big cigars well know coming know free people keep movin tortures well freed prison railroad train mine bet move little farther line far folsom prison want stay let lonesome whistle blow blues away,538
239,High Horse,Kacey Musgraves,country,oh bet think john wayne showing shooting everybody classic wrong way know end story cause everyone knows someone kills buzz every time open mouth yeah everyone knows someone knows someone thinks cooler everybody else think seen enough seen enough know ever gonna come giddy giddy ride straight town high horse high horse bet think first place yeah someone give ribbon put hall fame games think winning cause everyone knows someone kills buzz every time open mouth yeah everyone knows someone knows someone thinks cooler everybody else think seen enough seen enough know ever gonna come giddy giddy ride straight town high horse high horse darling take high horse take high road good us good riding solo yeah think seen enough seen enough know ever gonna come giddy giddy ride straight town high horse high horse high horse ever gonna come ever gonna come,539
240,Ex’s & Oh’s,Elle King,country,well boy turned man showed things understand whoa let go one california cursing name cause found better lover uk hey hey made getaway one two three gonna run back cause best baby never gotta keep one two three gonna run back always wanna come never wanna leave ex oh oh oh haunt like ghosts want make em let go ex oh summer lover new orleans kept warm winter left frozen spring seasons go get high love get low hearts keep breaking heads roll know story goes one two three gonna run back cause best baby never gotta keep one two three gonna run back always wanna come never wanna leave ex oh oh oh haunt like ghosts want make em let go ex oh oh oh haunt like ghosts want make em let go ex oh one two three gonna run back climbing mountains sailing seas one two three gonna run back always wanna come never wanna leave ex oh oh oh haunt like ghosts want make em let go ex oh oh oh haunt like ghosts want make em let go ex oh,540
241,Enchanted,Taylor Swift,country,tonight forcing laughter faking smiles old tired lonely place walls insincerity shifting eyes vacancy vanished saw face say enchanting meet eyes whispered met across room silhouette starts make way playful conversation starts counter quick remarks like passing notes secrecy enchanting meet say enchanted meet night sparkling let go wonderstruck blushing way home spend forever wondering knew enchanted meet lingering question kept 2am love wonder til wide awake pacing back forth wishing door open would say hey enchanting meet know enchanted meet night sparkling let go wonderstruck blushing way home spend forever wondering knew night flawless let go wonderstruck dancing around alone spend forever wondering knew enchanted meet praying first page storyline ends thoughts echo name see words held back leaving soon enchanted meet please love someone else please somebody waiting please love someone else please somebody waiting night sparkling let go wonderstruck blushing way home spend forever wondering knew night flawless let go wonderstruck dancing around alone spend forever wondering knew enchanted meet please love someone else please somebody waiting,541
242,Happy & Sad,Kacey Musgraves,country,glow party way got lit inside song playin words sayin never felt right kind person starts getting kinda nervous time life word way feeling tonight happy sad time got smiling tears eyes never felt high never far ground say everything goes must come wanna come way stop thinkin keep drinkin cause wanna wake turnin lights turns joke cause feels right kind person starts getting kinda nervous time life word way feeling tonight happy sad time got smilin tears eyes never felt high never far ground say everything goes must come wanna come mind used fallin comfortable sky gray everything perfect start hidin cause know rain comin way way cause happy sad time got smilin tears eyes never felt high never far ground say everything goes goes must come wanna come wanna come,542
243,Such A Simple Thing,Ray LaMontagne,country,tell feeling take pain tell mean leave tell heart wants simple thing heart like paper like flame make see get chains somehow somehow take want tired care see much hurt like tell heart wants simple thing heart like paper like flame heart like paper like flame make see get chains somehow somehow tell heart wants simple thing heart like paper like flame heart like paper like flame,543
244,If We Were Vampires,Jason Isbell and the 400 Unit,country,long flowing dress light coming skin fragile heart protected long mercy sense right wrong hands searching slow dark nails leaving love watermark way talk roof questions like directions truth knowing go forever likely one us spend days alone maybe get forty years together one day gone one day gone vampires death joke go sidewalk smoke laugh lovers plans feel need hold hand maybe time running gift work hard til end shift give every second find hope left behind knowing go forever likely one us spend days alone maybe get forty years together one day gone one day gone knowing go forever likely one us spend days alone maybe get forty years together one day gone one day gone,544
245,Golden Hour,Kacey Musgraves,country,know caught right time keep glow cause good time baby know golden hour color sky set world fire know know everything gonna alright used get sad lonely sun went different cause love light found baby know golden hour color sky set world fire know know everything gonna alright make world look beautiful ooh thought seen looking eyes looks like paradise set world fire yeah know know everything gonna alright golden hour color sky set world fire know know everything gonna alright yeah know know everything gonna alright golden hour,545
246,Wasted Time,Eagles,country,well baby stand little head hand oh god believe happening baby gone alone looks like end back street trying remember start know care much stranger touch hold man never thought alone far line know mind afraid wasted time autumn leaves got thinking first time fell love boy much loved boy well farewell live day day dream tomorrow oh hours go like minutes shadows come stay take little something make go away could done many things baby could stop mind wondering left behind worrying wasted time ooh another love come gone ooh years keep rushing remember told went sometimes keep together got leave alone get search baby get mine maybe someday find really wasted time mm hm oh hoo ooh oh ooh ooh mm,546
247,Free Bird,Lynyrd Skynyrd,country,leave tomorrow would still remember must traveling cause many places got see stayed girl things cause free bird bird change oh oh oh oh oh bird change bird change lord knows change bye bye baby sweet love though feeling change please take badly cause lord knows blame stayed girl things cause free bird bird never change oh oh oh oh oh bird change bird change lord knows change lord help change lord change fly high free bird yeah epic 5 minute guitar solo,547
248,The Weight,The Band,country,pulled nazareth feeling bout half past dead need place lay head hey mister tell man might find bed grinned shook hand said take load fanny take load free take load fanny put load right put load right picked bag went looking place hide saw carmen devil walking side side said hey carmen come let go downtown said gotta go friend stick around take load fanny take load free take load fanny put load right put load right go miss moses nothin say ol luke luke waitin judgement day well luke friend young anna lee said favor son ya stay keep anna lee company take load fanny take load free take load fanny put load right put load right crazy chester followed caught fog said fix rack take jack dog said wait minute chester know peaceful man said okay boy feed take load fanny take load free take load fanny put load right put load right catch cannonball take line bag sinkin low believe time get back miss fanny know one sent regards everyone take load fanny take load free take load fanny put load right put load right,548
249,Heaven,Kane Brown,country,perfect come kiss one time dream even tried moment feels like magic right wanna everybody talking heaven like wait go saying gonna good beautiful lying next bed convinced cause know know heaven heaven could better swear angel sent world right deserve girl could stay forever fine never even leave room everybody talking heaven like wait go saying gonna good beautiful lying next bed convinced cause know know heaven heaven could better could better everybody talking heaven like wait go saying gonna good beautiful lying next bed convinced cause know know heaven heaven could better heaven could better heaven heaven swear perfect come kiss one time,549
250,Hey Good Lookin',Hank Williams,country,say hey good lookin ya got cookin cooking somethin hey sweet baby think maybe find us brand new recipe got hot rod ford two dollar bill know spot right hill soda pop dancing free wanna fun come along say hey good lookin ya got cookin cooking somethin free ready go steady saving time lookin know tookin hows keepin steady company gonna throw date book fence buy one five ten cents keep till covered age cause writin name every page say hey good lookin ya got cookin cooking somethin,550
251,Butterflies,Kacey Musgraves,country,coastin never really goin anywhere caught web gettin kinda used stayin blue fell lifting stead holding stealing heart stead stealing crown untangled strings round wings tied know know cloud nine always reach remember feels like fly give butterflies kiss full color makes wonder always hiding doubt til brought chrysalis came new lifting stead holding stealing heart stead stealing crown untangled strings round wings tied know know cloud nine always reach remember feels like fly give butterflies yeah give butterflies lifting stead holding taking hand stead taking crown untangled strings round wings tied know know cloud nine always reach remember feels like fly give butterflies give butterflies,551
252,White Horse,Taylor Swift,country,say sorry face angel comes need paced back forth time cause honestly believed holdin days drag stupid girl shoulda known shoulda known princess fairytale one sweep feet lead stairwell hollywood small town dreamer went let late white horse come around baby naive got lost eyes never really chance mistake know love fight upper hand many dreams happy endings know princess fairytale one sweep feet lead stairwell hollywood small town dreamer went let late white horse come around knees beggin forgiveness beggin like always wanted sorry cause princess fairytale gonna find someone someday might actually treat well big world small town rear view mirror disappearing late white horse late white horse catch oh whoa whoa whoa try catch oh late catch,552
253,All I Have To Do Is Dream,The Everly Brothers,country,dream dream dream dream dream dream dream dream want arms want charms whenever want dream dream dream dream feel blue night need hold tight whenever want dream make mine taste lips wine anytime night day trouble gee whiz dreamin life away need could die love whenever want dream dream dream dream dream make mine taste lips wine anytime night day trouble gee whiz dreamin life away need could die love whenever want dream dream dream dream dream dream dream dream,553
254,"Oh, What a World",Kacey Musgraves,country,oh world wanna leave kinds magic hard believe oh world wanna leave kinds magic hard believe northern lights skies plants grow open mind things swim neon glow got nobody knows real things real things oh world wanna leave kinds magic around us hard believe thank god good true oh world know another life billion times well wish knew matter cause right know feel real things yeah real things oh world wanna leave kinds magic around us hard believe thank god good true oh world oh real things real things oh world kinds magic tell good true oh world oh world wanna leave kinds magic hard believe oh world wanna leave kinds magic hard believe oh world wanna leave kinds magic hard believe oh world wanna leave kinds magic hard believe,554
255,TEQUILA,Dan + Shay,country,still shut party hang anybody drink whiskey red wine champagne night little scotch rocks fine fine taste tequila baby still see ya cutting floor sorority shirt one wore sky high colorado lips pressed bottle swearing bible baby never leave ya remember bad need ya taste tequila taste tequila kiss somebody brand new even think show bar hear songs car baby memory hits hard taste tequila baby still see ya cutting floor sorority shirt one wore sky high colorado lips pressed bottle swearing bible baby never leave ya remember bad need ya taste tequila taste tequila even drunk even drunk thinking need love need love yeah sinks taste tequila baby still see ya sorority shirt one wore sky high colorado lips pressed bottle swearing bible baby never leave ya remember bad need ya taste tequila taste tequila taste tequila taste tequila,555
256,Space Cowboy,Kacey Musgraves,country,look window look saying know would like saying sky blue boots made sitting door since wanna stay anymore space cowboy gonna fence go ride away silverado guess see round know place well sunsets fade love yeah day sun horse wants run sense closing gate space cowboy gold rush reason stay shoulda learned movies good guys run away roads made go room us town space cowboy gonna fence go ride away silverado see around cause know place sunsets fade love day sun horse wants run sense closing gate space space cowboy gonna fence go ride away silverado see around cause know place sunsets fade love though day sun horse wants run sense closing gate space yeah space space cowboy,556
257,Heartbreak Hotel,Elvis Presley,country,well since baby left well found new place dwell well end lonely street heartbreak hotel make lonely baby well lonely get lonely could die although always crowded still find room broken hearted lovers cry away gloom make lonely baby well lonely get lonely could die bell hops tears keep flowing desk clerks dressed black well long lonely street ever gonna look back make lonely baby well lonely get lonely could die hey baby leaves got tale tell take walk lonely street heartbreak hotel,557
258,Desperado,Eagles,country,desperado come senses ridin fences long oh hard one know got reasons things pleasin hurt somehow draw queen diamonds boy beat able know queen hearts always best bet seems fine things laid upon table want ones get desperado oh getting younger pain hunger driving home freedom oh freedom well people talking prison walking world alone feet get cold winter time sky snow sun shine hard tell night time day losing highs lows funny feeling goes away desperado come senses come fences open gate may rainin rainbow better let somebody love let somebody love better let somebody love late,558
259,America the Beautiful,Katharine Lee Bates,country,beautiful spacious skies amber waves grain purple mountain majesties fruited plain america america god shed grace thee crown thy good brotherhood sea shining sea beautiful pilgrim feet whose stern impassioned stress thoroughfare freedom beat across wilderness america america god mend thine every flaw confirm thy soul self control thy liberty law beautiful heroes proved liberating strife self country loved mercy life america america may god thy gold refine till success nobleness every gain divine beautiful patriot dream sees beyond years thine alabaster cities gleam undimmed human tears america america god shed grace thee crown thy good brotherhood sea shining sea beautiful halcyon skies amber waves grain purple mountain majesties enameled plain america america god shed grace thee till souls wax fair earth air music hearted sea beautiful pilgrims feet whose stem impassioned stress thoroughfare freedom beat across wilderness america america god shed grace thee till paths wrought wilds thought pilgrim foot knee beautiful glory tale liberating strife twice man avail men lavished precious life america america god shed grace thee till selfish gain longer stain banner free beautiful patriot dream sees beyond years thine alabaster cities gleam undimmed human tears america america god shed grace thee till nobler men keep thy whiter jubilee,559
260,All On Me,Devin Dawson,country,yeah know woes weight world get side minds much sometimes know baby let ups downs roller coaster ride beat inside baby ever feel way ever hesitate cause got number call trouble put fall mad take add count low come get high make slow take time said let let come lay gets heavy put weight baby put put wanna take town dime anytime tell free anything everything want yeah oh wanna hear fears troubles strip really get know one another nobody us girl know lean anytime need got number call trouble put fall mad take add count low come get high make slow take time said let let come lay gets heavy put weight baby put girl put c mon relax mind need shoulder cry baby bet life put got number call trouble put fall mad take add count low come get high make slow take time said let let come lay gets heavy put weight baby put yeah baby put yeah put yeah girl put put,560
261,Knockin' On Heaven's Door,Bob Dylan,country,mama take badge use anymore getting dark dark see feel knocking heaven door knock knock knocking heaven door knock knock knocking heaven door knock knock knocking heaven door like many times mama put guns ground shoot anymore long black cloud coming feel knocking heaven door knock knock knocking heaven door knock knock knocking heaven door knock knock knocking heaven door like many times knock knock knocking heaven door knock knock knocking heaven door knock knock knocking heaven door like many times like many times,561
262,Lonely Weekend,Kacey Musgraves,country,lo lo lonely weekend lo lo lonely feelin without monday gone tuesday working late wednesday went hell thursday kinda wait yeah friday leavin goin town see goin got couple friends lo lo lonely weekend lonely lo lo lonely feelin without guess everybody else tonight tonight guess hangin mind mind lo lo lonely weekend yeah got million things done single one sister lived town know doin something fun keep lookin phone puttin back little part got fear missin lo lo lonely weekend lonely lo lo lonely feelin without guess everybody else tonight tonight guess hangin mind mind lo lo lonely weekend yeah even got somebody mind alright alone sometimes sometimes lo lo lonely weekend lonely lo lo lonely feelin without guess everybody else tonight tonight guess hangin mind mind lo lo lonely weekend lo lo lonely weekend,562
263,Feathered Indians,Tyler Childers,country,well buckle makes impressions inside thigh little feathered indians tussled night known religious came stoned house angel fucked get back home lookin west virginia smoking spirits roof asked anybody told ya things bad said many folks warned several people try till nothing leave behind hold close dear sing whispering song softly ear sing along honey tell love runs true always count bullets fly run across river hold tonight well heart sweating bullets circles raced like little feathered indian callin clouds rain go runnin thicket go careless thorns hold minute though leave wanting hold close dear sing whispering song softly ear sing along honey tell love runs true always count bullets fly run across river hold tonight,563
264,Girl Crush,Little Big Town,country,gotta girl crush hate admit gotta heart rush slowin got real bad want everything smile midnight laugh givin wanna taste lips yeah cause taste like wanna drown bottle perfume want long blonde hair want magic touch yeah cause maybe want much gotta girl crush gotta girl crush get sleep get peace thinkin bed sheets way whisperin way pullin lord knows tried get mind wanna taste lips yeah cause taste like wanna drown bottle perfume want long blonde hair want magic touch yeah cause maybe want much gotta girl crush gotta girl crush gotta girl crush hate admit gotta heart rush slowin,564
265,Joanne,Lady Gaga,country,take hand stay joanne heaven ready every part aching heart needs angels girl think goin think goin goin girl girl think goin think goin goin girl could know stay know things work way promised say goodbye grin voice gets thin girl think goin think goin goin girl girl think goin think goin goin girl honestly know goin baby movin still love even see anymore wait see soar girl think goin think goin goin girl girl think goin think goin goin girl,565
266,Drowns The Whiskey,Jason Aldean,country,folks lynchburg tennessee working hard good ol boys like wanna one tell em stuff selling working like damn sure wish would whiskey supposed drown memory gone one one many thing really gets memory drowns whiskey maybe bar stool maybe band sad old song keeps buying rounds keeps turning girl wants dance giving chance whiskey supposed drown memory gone one one many thing really gets memory drowns whiskey girl living proof 80 proof got shot touching whiskey supposed drown memory gone one one many thing really gets whiskey supposed drown memory gone one one many thing really gets memory drowns whiskey yeah thing really gets memory drowns whiskey folks lynchburg tennessee working hard good old boys like,566
267,Mine,Taylor Swift,country,college working part time waiting tables left small town never looked back flight risk fear falling wondering bother love never lasts say believe lying couch moment could see yes yes see remember sitting water put arm around first time made rebel careless man careful daughter best thing ever mine flash forward taking world together drawer things place learn secrets figure guarded say never make parents mistakes got bills pay got nothing figured hard take yes yes thought remember sitting water put arm around first time made rebel careless man careful daughter best thing ever mine remember city lights water saw start believe first time made rebel careless man careful daughter best thing ever mine remember fight 2 30 everything slipping right hands ran crying followed street braced goodbye cause ever known took surprise said never leave alone said remember felt sitting water every time look like first time fell love careless man careful daughter best thing ever mine hold make last hold never turn back made rebel careless man careful daughter best thing ever mine yeah yeah believe hold gonna make hold see yeah yeah see see,567
268,The Champion,Carrie Underwood,country,last one standing two hands air champion looking live battle soldier yeah fighter like rocky put flag back like ali yeah greatest stronger paid dues lose ya ay working whole life die invincible unbreakable unstoppable unshakeable knock get champion gon know name hurt feel pain made yeah born win champion write story gonna say glory think fame yeah love game yeah chance taking old records breaking people watching tv go ahead put bets ay waiting whole life see name lights invincible unbreakable unstoppable unshakeable knock get champion gon know name hurt feel pain made yeah born win champion oh born champion luda c courage possess trauma h hurt honor attitude working patience money comes goes motivation gotta stay consistent p persevere integrity innovative career optimistic open never shut n necessary cause never givin see ask heart crushin competition start say every champion principles carrie invincible unbreakable unstoppable unshakeable knock get champion gon know name hurt feel pain made yeah born win champion champion yeah surpassed rivals wants champion fight believe champions made champion yeah champion,568
269,Criminal,Lindsay Ell,country,wanna close eyes pretend going sleep know damn well gonna keep lying wide awake waiting breath take come back relax tiger pacing cage cocked like twelve guage feeling like teenage crush habit never get enough boy criminal baby look eyes feel like going stop lights looking cops like got nothing lose yeah boy got burning like match stick take edge one step past right typical oh criminal right remain silent way cause wired like ticking time bomb wrong feels right tonight repeating like echo baby let go got going klepto like thief yeah steal keep feeling feel boy criminal baby look eyes feel like going stop lights looking cops like got nothing lose yeah boy got burning like match stick take edge one step past right typical oh criminal oh try save oh never gonna save boy criminal baby look eyes feel like going stop lights looking cops like got nothing lose yeah boy got burning like match stick take edge one step past right typical oh criminal yeah criminal yeah criminal criminal criminal,569
270,In Case You Didn't Know,Brett Young,country,count times almost said mind day wrote things say baby know wondering mmm goes nothing case know baby crazy bout would lying said could live life without even though tell time heart long long time ago case know way look tonight second glass wine something bout kiss girl got thinking thinking one things feeling mmm time hear em case know baby crazy bout would lying said could live life without even though tell time heart long long time ago case know got belong yeah everything case know crazy bout would lying said could live life without even though tell time heart long long time ago yeah heart long long time ago case know case know,570
