Artist,Genre,Lyrics,Song,Song_Name,isEnglish
Volbeat,Rock,Hear the boots and see the figure dressed in black Guided by the raven since his eyes donât see Hear the boots and see the figure dressed in black,The Hangman's Body Count,,
Nico Vega,Rock,Lay down like a naked dead body Keep it real for the people working overtime They cant stay living off the governments dime Stand tall for the people of America Stand tall for the man next door We are free in the land of America We arent going down like this We are free in the land of America Were not going down like this,Beast,,
Fall Out Boy,Rock,Im here to collect your hearts Its the only reason that I sing I dont believe a word you say But I cant stop listening This is the story of how they met Her picture was on the back of a pack of cigarettes And when she touched him he turned ruby red And all the boys are smoking Menthols Girls are getting back rubs I will drift to you if you make yourself shake fast enough My old aches become new again My old friends become exes again Woah where did the party go Were ending it on the phone Im not gonna go home alone Woah where did the party go I know I expect too much And not enough all at once You know I only wanted fun And you got me all fucked up On love I looked for your name on the ouija board And your naked magic oh dear lord You and me are the difference between real love And the love on TV love on TV And all the boys are smoking Menthols Girls are getting back rubs I will drift to you if you make yourself shake fast enough My old aches become new again My old friends become exes again yeah Woah where did the party go Were ending it on the phone Im not gonna go home alone Woah where did the party go We were the kids who screamed We weren\t the same In sweaty rooms Now we\re doomed to organizing walk-in closets like tombs Silent film stars stuck in talking cinema life So lets fade away together one dream at a time Woah where did the party go Were ending it on the phone Im not gonna go home alone Woah where did the party go,Where Did The Party Go,,
The Mowgli's,Rock,Do you feel the love I feel the love Câmon câmon lets start it up Do you feel the love I feel the love Câmon câmon lets start it up Do you feel the love I feel the love Câmon câmon lets start it up Let it pour out of your soul,San Francisco,,
Asking Alexandria,Rock,The devil came to take me to hell But Im already there Am I insane Am I insane Am I insane The devil came to take me to hell But Im already there I wont let you be the death of me No I refuse to let you bring me down Bring me down I wont let you make me out to be The one whos in the wrong And Ive lost my mind before But now Im back And Im better than ever The itching is incomprehensible and it wont stop The voices who lie but they just wont fucking go away The devil came to take me to hell But Im already there Am I insane Am I insane Am I insane Am I alone surrounded by death I think this might just be the end Am I insane Am I insane Am I insane The devil came to take me to hell But Im already there You cant take this away from me You cant relieve these demons You cant make this OK for me Youre the one who caused these feelings I apologize for what Im about to do I try to sympathize But at the end of the day You brought this on yourself I wont let you be the death of me No I refuse to let you bring me down Bring me down I wont let you make me out to be The one whos in the wrong And Ive lost my mind before But now Im back And Im better than ever Now Im back And Im better than ever The tears Have left a blur That I cant explain The pain Has left a hole In which my heart shouldve been I wont let you be the death of me wont let you make me out to be The one whos in the wrong And I lost my mind before But Im back and Im better than ever,The Death Of Me,,
Fall Out Boy Featuring Big Sean,Rock, Big Sean Oh god! Sean Don Fall Out...Boi! Did-did you trip down 12 steps into Malibu Malibu ooh ooh ooh So why the hell is there a light thats keeping us forever Bel Air baby Pretty pout pout While you bottomed out I cant stop it when theres chemicals keeping us together How the mighty fall hey The mighty fall The mighty fall They fall in love Your crooked love is just a pyramid scheme And Im dizzy on dreams and Im dizzy on dreams But if you ask me twos a whole lot lonelier than one Baby we should have left our love in the gutter where we found it Gutter where we found it Cause you think you think your only crime is that you got caught How the mighty fall The mighty fall The mighty fall They fall in love Well Im driving and I cant stop staring at my eyelids But even though my eyes closed I still see you I just hope that when you see me Im not see-through You know how we do Some times I swear I need a day just for me to lay With some T and A but the way we they way we is do deeper Baby straight up chemistry DNA Make me wanna give you every dollar out my B of A Like I let her climb on top Im either fuckin or workin so the grind dont stop They say I got screws missing well hell only when Im missing you And hell yeah Im a dick girl addicted to you How the mighty fall The mighty fall The mighty fall They fall in love,The Mighty Fall,,
Lana Del Rey,Rock,Ive seen the world done it all Had my cake now Diamonds brilliant Hot summer nights mid-July When you and I were forever wild The crazy days city lights The way youd play with me like a child Will you still love me when Im no longer young and beautiful Will you still love me when I got nothing but my aching soul I know you will I know you will I know that you will Will you still love me when Im no longer beautiful Ive seen the world lit it up as my stage now Channeling angels in the new age now Hot summer days And all the ways I got to know Your pretty face and electric soul Will you still love me when Im no longer young and beautiful Will you still love me when I got nothing but my aching soul I know you will I know you will I know that you will Will you still love me when Im no longer beautiful Dear Lord when I get to heaven Please let me bring my man When he comes tell me that youll let him in Father tell me if you can All that grace all that body All that face makes me wanna party Hes my sun he makes me shine like diamonds Will you still love me when Im no longer young and beautiful Will you still love me when I got nothing but my aching soul I know you will I know you will I know that you will Will you still love me when Im no longer beautiful Will you still love me when Im no longer beautiful Will you still love me when Im not young and beautiful,Young And Beautiful,,
Josiah Hawley,Rock,nan,The Man Who Can't Be Moved,,
Five Finger Death Punch Featuring Rob Halford,Rock,It aint no mystery Im all I have left Im pushing back and running you over Ive been thrown down run around Beaten til I hit the ground Telling you right now that its over Theres no room for mistakes All the cards are in place Say what you will but say it to my face Better back the fuck up Better shut the fuck up Ill do what I want and Ill never give up I have the answer I take the pressure I turn it all around Lift me up above this The flames and the ashes Lift me up and help me to fly away  Rob Halford Im gonna change history Enlighten the world Teach them how to see through my eyes You cant convince me to change We aint on the same page Ive had my fill now theres nothing but rage Is that all that you got Because I aint got all day,Lift Me Up,,
Jack White,Rock,Love is blindness I dont want to see Wont you wrap the night around me Im in a parked car on a crowded street Thread is ripping the knot is slipping Love is clockworks and cold steel Fingers too numb to feel Squeeze the handle blow out the candle A little death without mourning Love is drowning in a deep well Take the money Why dont you honey,Love Is Blindness,,
Dropkick Murphys Featuring Bruce Springsteen,Rock,nan,Rose Tattoo,,
Skillet,Rock,All I see is Shattered pieces I cant keep it hidden like a secret I cant look away From all this pain in a world we made Everyday you need A bulletproof vest To save yourself from what you could never guess! Am I safe today When I step outside in the wars we wage! Our futures here and now Here comes the countdown Sound it off this is the call! Rise and revolution Its our time to change it all Rise and revolution Unite and fight to make a better life Everybody one for all Sound off this is the call Tonight we rise Rise Tonight we rise Rise Tonight we rise! Like a hand grenade Thrown in a hurricane Spinning in chaos Trying to escape the flame Yesterday is gone Faster than the blast of a car bomb And when the scars heal The pain passes As hope burns we rise from the ashes Darkness fades away And the light shines on a brave new day In a world gone mad In a place so sad Sometimes its crazy To fight for what you believe! But you cant give up If you wanna keep what you love! Keep what you love Keep what you love Keep what you love Keep what you love Never give up no Interlude 2 Phone rings Operator 911 Woman Theres a guy here with a gun! Operator Maam Maam Woman Kids get under the table! Kids get under the table!!! Upset parent You are such a failure! What is wrong with you You cant do anything right! I wish you had never been born!,Rise,,
New Politics,Rock,I spend my money on the regular miracles Up on the sun looking sad and beautiful Just like you like me like everybody else When it gets loud I turn it up Oh shake it like a bad girl up in Harlem When its too hot I light it up Here come the jets hide my money in your tube socks Run like melike hell like everybody else Hair metal on a Japanese boom box Kicks like you like me like everybody else Youre so sweet but I like it rough Youre so sweet but I like it rough,Harlem,,
Gotye,Rock,The pieces of your heart And let me peer inside Let me in Where only your thoughts have been Let me occupy your mind As you do mine Your hearts a mess You wont admit to it It makes no sense but Im desperate to connect And you you cant live like this You have lost Too much love To fear doubt and distrust Its not enough You just threw away the key To your heart Love aint fair So there you are My love Your hearts a mess You wont admit to it It makes no sense but Im desperate to connect And you you cant live like this Your hearts a mess You wont admit to it It makes no sense but Im desperate to connect And you you cant live like this Your hearts a mess You wont admit to it It makes no sense but Im desperate to connect And you you cant live like this Love aint safe You wont get hurt if you stay chaste So you can wait But I dont wanna waste my love,Heart's A Mess,,
Building 429,Rock,Whatever will come our way Through fire or pouring rain We wont be shaken No we wont be shaken Whatever tomorrow brings Together well rise and sing That we wont be shaken No we wont be shaken Oooh oooh oh Oooh oooh oh Oooh oooh oh No we wont be shaken,We Won't Be Shaken,,
John Mayer,Rock, Step out of that black chiffon Hereâs a dress of gold and blue Sure was fun being good to you This one we made just for fall And winter runs a bit too small This mint green is new for Spring My love didnt cost a thing Youâre like twenty-two girls in one And none of them know what theyâre running from Strap into some heels that hurt You shoulda kept my undershirt Youâre like twenty-two girls in one And none of them know what theyâre running from  Cut the cord and pull some strings Make yourself some angel wings Cause youâre like twenty-two girls in one And none of them know what theyâre running from,Paper Doll,,
Jack Johnson,Rock,Back when all my little goals seemed so important Every pot of gold feeling full of distortion Heaven was a place still in space not in motion But soon We went walking through the hills trying to pretend that we both know Maybe if we save them we could build a little home But then the hailstorm came it yelled âYou need to let go you got no control No This weightâs too much alone Some days I canât hold it at all You take it on for me When tomorrowâs too much Iâll carry it all I got you Yea when tomorrowâs too much Iâll carry it all I got you,I Got You,,
Nine Inch Nails,Rock,The throat is deep and the mouth is wide Saw some things on the other side Made me promise to never tell But you know me I cant help myself no Now I got something you have to see They put something inside of me Its smile is red and its eyes are black black black black black black black black black black I dont think Ill be coming back I said goodbye but I I had to try I came back haunted Everywhere now reminding me I am not who I used to be Im afraid this has just begun Consequences for what Ive done I said goodbye but I I had to try I came back haunted I said goodbye but I I had to try and I I came back haunted Just cant stop Just cant stop Just cant stop Just cant stop Just cant stop Just cant stop Just cant stop Just cant stop Just cant stop,Came Back Haunted,,
The Civil Wars,Rock,I never meant to get us in this deep I never meant for this to mean a thing Oh I wish you were the one Wish you were the one that got away I got caught up by the chase And you got high on every little game I wish you were the one Wish you were the one that got away Oh if I could go back in time When you only held me in my mind I wish you were the one Wish you were the one that got away I miss the way you wanted me When I was staying just out of your reach Begging for the slightest touch Ooh you couldnt get enough mmm Oh if I could go back in time When you only held me in my mind I wish you were the one Wish you were the one that got away Got away from me Got away from me Before anybody has to bleed Oh if I could go back in time When you only held me in my mind I wish you were the one I wish you were the one Wish you were the one I wish you were the one that got away,The One That Got Away,,
Empire Of The Sun,Rock,Days go by my window World slows down as it goes Goodbye to last night Lost my eyesight Cant you help me see Loving every minute cause you make me feel so alive alive Alive alive Waking in the snow Tracing steps with you Swimming through the smoke Wrapped in velvet gold Cant you help me see They wonât get right Loving every minute cause you make me feel so alive alive Can you describe to me All the world that you see Oh I need you so much Iâll just wait Freedom is within you Giving makes us feel good Hello to our people Say hello to the future Freedom is within you Loving every minute cause you make me feel so alive alive Loving every minute cause you make me feel so alive alive,Alive,,
Grouplove,Rock,I didnât ask for this You give me heart attack Been working like a dog I turned all my dreams off I didnât know my name I didnt know my name Even when I canât see my rear view,Ways To Go,,
Pop Evil,Rock,This great divide Side by side on the inside,Trenches,,
Of Monsters And Men,Rock,That we wont run and we wont run and we wont run That we wont run and we wont run and we wont run Howling ghosts â they reappear In mountains that are stacked with fear But youre a king and Im a lionheart A lionheart His crown lit up the way as we moved slowly Though far away though far away though far away Were still the same were still the same were still the same And in the sea thats painted black Creatures lurk below the deck And as the world comes to an end Ill be here to hold your hand Cause youre my king and Im your lionheart A lionheart,King & Lionheart,,
Alice In Chains,Rock,Cold dry stone What makes you want to carve your initials in me Rained and weathered erasing hard to read Find me distant outwardly rough obscene Cold dry stone Cold and dry stone Cold and dry stone Cold and dry stone Cold and dry stone,Stone,,
Avenged Sevenfold,Rock,Children roam the streets now orphans of war Bodies hanging in the streets to adore Royal flames will carve a path in chaos Bringing daylight to the night night Death is riding in the town with armor They come to take all your rights Hail to the king Hail to the one Kneel to the crown Stand in the sun Hail to the king! Hail! Hail! Hail! The King Blood is spilled while holding keys to the throne Born again but itâs too late to atone Let the water flow in shades of red now Arrows black out all the light light They come to grant you your rights Hail to the king Hail to the one Kneel to the crown Stand in the sun Hail to the king! Hail! Hail! Hail! The King Hail! hail! hail! Hail! hail! hail! Iron fist to tame them Hail! hail! hail! Iron fist to claim it all Hail to the king Hail to the one Kneel to the crown Stand in the sun Hail to the king Hail to the one Kneel to the crown Stand in the sun Hail to the king! Hail! Hail! Hail! The King,Hail To The King,,
John Mayer,Rock,Only a nascent trying to harness huge fire Out on the beach in the darkness starting bonfire So gorgeous a man might cry Burning trees in the basement start a cool fire Feel my heartbeat racing baby youre on fire So gorgeous a man might cry Back in Paris you told me you were suicidal Its not a vacation if I lose you to the Eiffel Youre gorgeous but you cant fly roses white as fire We took our handfuls it was war flower fighter Wildfire Wildfire Wildfire Wildfire,Wildfire,,
Kings Of Leon,Rock,My motivation has gone too soon Good vibrations all over you Down in the delta Back of my mind Im on my way I see through smiles on every face I dont believe it believe it Cause Im a supersoaker red white And blew em all away With the kisses unclean as the words that you say I dont mind sentimental girls at times Miss dont walk away walk away The flags are flying across the plains Ive got a secret picking at my brain I wanna see you see you The exit sign is on my face Dont know my home I dont know my place I just wanna be there be there,Supersoaker,,
Pearl Jam,Rock,Ive got an unfortunate feeling I been beaten down I feel that Im done believing Now the truth is coming out What theyve taken is more than a vow Theyve taken your innocence And then they throw em on a burning pile All along they\re saying Mind your manners! I caught myself believing That I needed God And if its out there somewhere We sure could use hymn now Try my patience! My patience tried This worlds a long love letter That makes me want to cry Self-realized and metaphysically redeemed May not solve a mystery Right around the corner Could be bigger than ourselves We could will it to the sky Or we could something else And all along theyre saying Mind your manners Always praying Go to Heaven Thats swell How do you like your living hell,Mind Your Manners,,
Atlas Genius,Rock,And they do what they want to Cause any kind of feelings alright And dont be talking maybe Your mamas flying high as a kite Youre just like the next one Cause well be walking lonely tonight Lonely tonight Everyones faking like they can It makes it alright,If So,,
Tame Impala,Rock,Well he feels like an elephant Shaking his big grey trunk for the hell of it He knows that you dreaminâ about being loved by him Too bad your chances are slim And itâs not like Mr. Shuck To get shy when they ask him who is on top There must be something deep down in the dark down there Heâs not too easily scared Heâs got friends but they got the fear Wouldnt care too much if he just disappeared Oh look hey there he is now coming down the stairs  Here he comes He pulled the mirrors off his Cadillac Yeah âCause he doesnt like it looking like he looks back He talks like his opinion is a simple fact Somebody grabbed his collar He cried the whole way home No one remembered a thing when they saw him again Thatâs how it is til the end Yeah,Elephant,,
Sick Puppies,Rock,I had a plan and it made God laugh I was a dick when I was seventeen I thought the world owed me everything Theres no going back When lifes a loaded gun you pull the trigger trigger Theres no going back The past is in the past Thank God it doesnt last forever Theres no going back Fuck that going back Theres no going back Fuck that going back Yesterday was another life Turning left didnt turn out right Stuck in hell when I was twenty-five You cant regret what you dont decide The future Im living now Is not what Id thought itd be The minute I walk through the door I slam it behind me,There's No Going Back,,
MS MR,Rock,Didnt know what this would be But I knew I didnt see What you thought You saw in me I jumped the gun So sure youd split and run Ready for the worst Before the damage was done The storm never came Or it never was Didnt know getting lost in the blue It meant I wound up losing you Welcome to the inner workings of my mind So dark and foul I cant disguise cant disguise Nights like this I become afraid Of the darkness in my heart Hurricane Why not understand and see I never saw What you saw in me Keep my eyes open My lips sealed My heart closed And my ears peeled Make ash and leave the dust behind Lady Diamond in the sky Glowing bright to guide me When I fall When I fall on tragedy,Hurricane,,
Lana Del Rey,Rock,Video Prelude  Money is the anthem of success So before we go out whats your address Im your national anthem God youre so handsome Take me to the Hamptons Bugatti Veyron He loves to romance em reckless abandon Holding me for ransom upper echelon He says to be cool but I dont know how yet Wind in my hair hand on the back of my neck I said Can we party later on he said Yes yes yes... Tell me Im your national anthem Booyah baby bow down making me so wow now Tell me Im your national anthem Sugar sugar how now take your body downtown Red white blue is in the sky Summers in the air and baby heavens in your eyes Money is the reason we exist Everybody knows it its a fact Kiss kiss I sing the national anthem While Im standing over your body hold you like a python And you cant keep your hands off me or your pants on See what youve done to me King of Chevron He said to be cool but Im already coolest I said to get real don\t you know who you\re dealing with Um do you think you\ll buy me lots of diamonds Yes of course I will my darling. Tell me Im your national anthem Booyah baby bow down making me so wow now Tell me Im your national anthem Sugar sugar how now take your body downtown Red white blue is in the sky Summers in the air and baby heavens in your eyes Its a love story for the new age for the sixth page Were on a quick sick rampage Wining and dining drinking and driving Excessive buying overdose and dying On our drugs and our love and our dreams and our rage Blurring the lines between real and the fake Dark and lonely I need somebody to hold me Keep me safe in his belltower hotel Money is the anthem of success So put on mascara and your party dress Im your national anthem Boy put your hands up give me a standing ovation Boy you have landed Babe in the land of sweetness and danger Queen of Saigon Tell me Im your national anthem Booyah baby bow down making me so wow now Tell me Im your national anthem Sugar sugar how now take your body downtown Red white blue is in the sky Summers in the air and baby heavens in your eyes Money is the anthem God youre so handsome Money is the anthem of success Money is the anthem God youre so handsome Money is the anthem of success Money is the anthem God youre so handsome Money is the anthem of success Money is the anthem God youre so handsome Money is the anthem of success,National Anthem,,
Michael Franti & Spearhead,Rock, Life sounds like Im alive Im alive Im alive Im alive Im alive Im alive This is what it sounds like Woah oh-oh-oh-oh! Im alive  Life sounds like Im alive Im alive Im alive Im alive Im alive Im alive This is what it sounds like Woah oh-oh-oh-oh! Im alive Life sounds like Im alive Im alive Im alive Im alive Im alive Im alive This is what it sounds like Woah oh-oh-oh-oh! Im alive  Life sounds like Woah oh-oh-oh-oh! This is what it sounds like Woah oh-oh-oh-oh! And it sounds like Im alive Im alive Im alive Im alive Im alive Im alive This is what it sounds like Woah oh-oh-oh-oh! Im alive  Life sounds like Woah oh-oh-oh-oh! This is what it sounds like Woah oh-oh-oh-oh! Life sounds like.. Im alive Im alive Im alive Im alive Im alive Im alive This is what it sounds like Woah oh-oh-oh-oh! Im alive Life sounds like Im alive Im alive Im alive Im alive Im alive Im alive This is what it sounds like Woah oh-oh-oh-oh! Im alive,I'm Alive (Life Sounds Like),,
Panic! At The Disco,Rock,Click here to read how Panic! At The Disco wrote âThis Is Gospelâ This is gospel for the fallen ones locked away in permanent slumber Assembling their philosophies from pieces of broken memories This is the beat of my heart this is the beat of my heart This is the beat of my heart this is the beat of my heart The gnashing teeth and criminal tongues conspire against the odds But they havent seen the best of us yet  If you love me let me go If you love me let me go Cause these words are knives That often leave scars The fear of falling apart And truth be told I never was yours The fear the fear of falling apart This is the beat of my heart this is the beat of my heart This is the beat of my heart this is the beat of my heart This is gospel for the vagabonds never-do-wells and insufferable bastards Confessing their apostasies led away by imperfect impostors This is the beat of my heart this is the beat of my heart This is the beat of my heart this is the beat of my heart Dont try to sleep through the end of the world And bury me alive Cause I wont give up without a fight  If you love me let me go If you love me let me go Cause these words are knives That often leave scars The fear of falling apart And truth be told I never was yours The fear the fear of falling apart The fear of falling apart The fear the fear of falling apart The fear of falling apart The fear of falling apart The fear of falling apart The fear of falling apart,This Is Gospel,,
John Mayer,Rock,Dear Marie tell me what it was I used to be Dear Marie tell me what it was I used to be And if youâre further up the road Can you show me what I still canât see Remember me Iâm the boy you used to love When we were fifteen Remember me Iâm the boy you used to love When we were fifteen From time to time I go looking for your photograph online From time to time I go looking for your photograph online Some county judge in Ohio is all I ever find,Dear Marie,,
Phoenix,Rock,City and desert coexist Depending on the things youre wearing Wildlife binoculars Tell me that you want me They teach you suffer to resist Presbyterian Mint julep testosterone Tell me that you want me Cool Im just trying to be cool Its all because of you Some fanatic attitude Were both on Tell me that you want me Tell me that you want it all Two dozen pink and white ranunculus To part-time holy bachelors Tell them that you want me Cool Im just trying to be cool Its all because of you Some fanatic attitude Were both on Compliments sound too cynical where youre from I dont care where youre from There is no physical evidence of cannibal boyfriends,Trying To Be Cool,,
Mumford & Sons,Rock,You heard my voice I came out of the woods by choice Shelter also gave their shade And in the dark I have no name So leave that click in my head And I will remember the words that you said Left a clouded mind and a heavy heart But I was sure we could see a new start So when your hopes on fire But you know your desire Dont hold a glass over the flame Dont let your heart grow cold I will call you by name I will share your road But hold me fast Hold me fast Cause Im a hopeless wanderer And hold me fast Hold me fast Cause Im a hopeless wanderer I wrestled long with my youth We tried so hard to live in the truth But do not tell me all is fine When I lose my head I lose my spine So leave that click in my head And I wont remember the words that you said You brought me out from the cold Now how I long how I long to grow old But hold me fast Hold me fast Cause Im a hopeless wanderer And hold me fast Hold me fast Cause Im a hopeless wanderer And I will learn I will learn to love the skies Im under And I will learn I will learn to love the skies Im under The skies Im under,Hopeless Wanderer,,
John Mayer,Rock,Waiting on the day Where my thoughts are my own When this house is my home And plans are made When youll be there for me babe When youll love me all the way When you take my side in every little firefight When you hang your things and stay Im waiting on the day When my life on the run Bleaches out in the sun And shows my age Im waiting on the day When that voice comes to say Its not wrong what you did For just a kid Waiting on the day When these words are in stone When the kids are all grown And we go dancing Oh can you do it babe Can you love me all the way Will you tie me tight in little strands of paradise Will you walk with me before the morning fades Im waiting on the day,Waitin' On The Day,,
John Mayer,Rock,It doesnt matter where you roam When no ones left to call you home Im a little lost at sea But I will be found But I will be found When my time comes down But I will be found I saw her face and I could tell My ghost had left the town as well Maybe Im a runaway train Maybe Im a feather in a hurricane,I Will Be Found (Lost At Sea),,
Two Door Cinema Club,Rock,So its over I didnt realize Its so much colder But it was no surprise Did you ever get to know me Cause it has never been so plain to see And when you say you wont forget me Well I can tell you thats untrue The door is open you whispered to me As you stood frozen in deep uncertainty I hope that you know what I am thinking Before you go with your heart sinking,Changing Of The Seasons,,
Lorde,Rock,Produced by Joel Little All my life Ive been fighting a war I cant talk to you or your friends Its not only you My heart jumps around when Im alluded to This will not do Cause I was raised up to be admired to be noticed But when youre withdrawn Its the closest thing to assault when all eyes are on you This will not do Beat Break Im faking glory Lick my lips toss my hair And turn the smile on And the storys brand new But I can take it from here Ill find my own bravado Its a switch flipped its a pill tipped back its a moon eclipse And I can tell you that when the lights come on Ill be ready for this Its in your bloodstream a collision of atoms that happens before your eyes Its a marathon run or a mountain you scaled without thinking of size I was frightened of every little thing that I thought was out to get me down To trip me up and laugh at me but I learned not to want the quiet of a room with no one around to find me out I want the applause the approval the things that make me go oh Beat Break Its a switch flipped its a pill tipped back its a moon eclipse And I can tell you that when the lights come on Ill be ready for this Its in your bloodstream a collision of atoms that happens before your eyes Its a marathon run or a mountain you scaled without thinking of size I was frightened of every little thing that I thought was out to get me down To trip me up and laugh at me but I learned not to want the quiet of a room with no one around to find me out I want the applause the approval the things that make me go oh,Bravado,,
Lorde,Rock,Theres nothing I want but money in time Million dollar bills in a tick tick tick tick Theres nothing more cruel Than only nine lives We can leave the house lead the party let the people know Go drown the colors of our minds and watch the cars go Theres nothing as fun as coming untied And running with the kids in the park park park park Theres nothing thats hurt like letting you go Its like a bird eyes in the dark dark dark dark We can leave the house lead the party let the people know Go drown the colors of our minds and watch the cars go Its not about just being out with all our people Cause we can get in trouble just by going free flow And now Im letting you know and now Im letting you know And now Im letting you know and now Im letting you know,Million Dollar Bills,,
Arcade Fire,Rock,Instrumental  Trapped in a prison in a prism of light Alone in the darkness darkness of white We fell in love alone on a stage In the reflective age Pre- - RÃ©gine Chassagne Entre la nuit la nuit et lâaurore Entre le royaume des vivants et des morts If this is heaven I dont know what itâs for If I canât find you there I dont care  I thought I found a way to enter Itâs just a Reflektor Its just a Reflektor I thought I found the connector Itâs just a Reflektor Its just a Reflektor Now the signals we send are deflected again Were so connected but are we even friends We fell in love when I was nineteen And now were staring at a screen Entre la nuit la nuit et lâaurore Entre le royaume des vivants et des morts If this is heaven I need something more Just a place to be alone Cause youre my home  I thought I found a way to enter Itâs just a Reflektor Its just a Reflektor I thought I found the connector Itâs just a Reflektor Its just a Reflektor Itâs just a Reflektor Its just a Reflektor Itâs just a Reflektor Its just a Reflektor Itâs just a Reflektor Its just a Reflektor Just a Reflektor Itâs just a Reflektor Its just a Reflektor Itâs just a Reflektor Its just a Reflektor Just a Reflektor Just a Reflektor Itâs just a Reflektor Its just a Reflektor Itâs just a Reflektor Its just a Reflektor Itâs just a reflection of a reflection Of a reflection of a reflection But I see you on the other side Just a Reflektor We all got things to hide Just a Reflektor But I see you on the other side Just a Reflektor We all got things to hide Just a Reflektor Our song it skips on little silver discs Our love is plastic well break it to bits I want to break free but will they break me Down down down Dont mess around  I thought I found a way to enter Itâs just a Reflektor Its just a Reflektor I thought I found the connector Itâs just a Reflektor Its just a Reflektor Bridge 2 Win Butler & David Bowie Thought you were praying to the resurrector Turns out it was just a Reflektor Itâs just a Reflektor Thought you were praying to the resurrector Turns out it was just a Reflektor Itâs just a Reflektor Thought you were praying to the resurrector Turns out it was just a Reflektor Itâs just a Reflektor Itâs a Reflektor Itâs just a Reflektor Just a Reflektor But I see you on the other side Itâs just a Reflektor But I see you on the other side We all got things to hide Itâs just a Reflektor But I see you on the other side,Reflektor,,
Panic! At The Disco,Rock,I dont want to hear you got a boyfriend Sometimes youre better off alone But if you change your mind you know where I am Yeah if you change your mind you know where to find me But I dont ever want to be your boyfriend And never did I think that I Would be caught in the way you got me Push another girl aside and just give in Girls love girls and boys Sophisticated Manipulated Girls love girls and boys Sophisticated Manipulated And never did I think that I Would be caught in the way you got me But girls love girls and boys And love is not a choice Pose youve gotta save your reputation Theyre close to finding out about your girlfriend But if you change your mind you know where I am Yeah if you change your mind you know where to find me But I dont want to save your reputation And never did I think that I Would be caught in the way you got me Push another girl aside and just give in Girls love girls and boys Sophisticated Manipulated Girls love girls and boys Sophisticated Manipulated And never did I think that I Would be caught in the way you got me But girls love girls and boys And love is not a choice Im just a villain vying for attention from a girl A girl who cant decide And heres the reason why Girls love girls and boys Girls love girls and boys Girls love girls and boys Sophisticated Manipulated Girls love girls and boys Sophisticated Manipulated And never did I think that I Would be caught in the way you got me But girls love girls and boys And love is not a choice,Girls/Girls/Boys,,
Paul McCartney,Rock,Dont look at me Its way too soon to see Whats gonna be Dont look at me You came along And made my life a song One lucky day You came along You came along Then we were new,New,,
Lorde,Rock,Today is my birthday and Im riding high Hair is dripping hiding that Im terrified But this is summer playing dumber than in fall Everything I say falls right back into everything Im not in the swing of things But what I really mean is Not in the swing of things yet Riding around on the bikes were still sane I wont be her tripping over onstage Hey its all cool I still like hotels but I think thatll change Still like hotels and my newfound fame Hey promise I can stay good Everything feels right Im little but Im coming for the crown Im little but Im coming for you Chase paper get it Im little but Im coming for the title Held by everyone whos up All work and no play never made me lose it All business all day keeps me up a level All work and no play keeps me on the new shit yeah All work and no play let me count the bruises All business all day keeps me up a level All work and no play lonely on that new shit yeah yeah Only bad people live to see their likeness set in stone Only bad people live to see their likeness set in stone What does that make me Im not in the swing of things But what I really mean is Not in the swing of things yet Im not in the swing of things But what I really mean is Not in the swing of things yet All work and no play never made me lose it All business all day keeps me up a level All work and no play keeps me on the new shit yeah All work and no play let me count the bruises All business all day keeps me up a level All work and no play lonely on that new shit yeah yeah,Still Sane,,
Bon Jovi,Rock,Once upon a time Not so long ago Tommy used to work on the docks Unions been on strike Hes down on his luck its tough So tough Gina works the diner all day Working for her man She brings home her pay for love For love She says We\ve got to hold on to what we\ve got It doesn\t make a difference if we make it or not We\ve got each other and that\s a lot for love We\ll give it a shot Ohh were half way there Oh-oh livin on a prayer Take my hand well make it I swear Oh-oh livin on a prayer Tommys got his six string in hock Now he\s holding in When he used to make it talk So tough ooh it\s tough Gina dreams of running away When she cries in the night Tommy whispers Baby it\s okay Someday Weve got to hold on to what weve got It doesnt make a difference if we make it or not Weve got each other and thats a lot for love Well give it a shot Livin on a prayer Take my hand well make it I swear Livin on a prayer Livin on a prayer Ooh weve got to hold on ready or not You live for the fight when its all that youve got,Livin' On A Prayer,,
Cole Vosbury,Rock,nan,To Be With You,,
The Black Keys,Rock,Well Im so above you it is plain to see But I came to love you anyway Any old time you keep me waiting waiting waiting Oh oh oh oh I got a love that keeps me waiting Im a lonely boy Well your mama kept you but your daddy left you And I should have done you just the same Oh oh oh oh I got a love that keeps me waiting Im a lonely boy,Lonely Boy,,
Bush,Rock,Mind strong body strong Try to find equilibrium Head straight screwed on We screwed up for too long I dont want to lean on the waves I watched the storm evaporate I think of you and starry skies That keeps you so alive Lets walk through the fire together Disappear in the golden sands Its all in your face Its like the sound of winter The bleeding of love The silent escape Youve got to hang on to yourself Its like the sound of winter Medusa smiles and Judas lips Open arms and finger tips Love bites and recompense Lets walk through the fire together Disappear in the golden sands Its all in your face Its like the sound of winter The bleeding of love The silent escape Youve got to hang on to yourself Its like the sound of winter Its all in your face Its like the sound of winter The bleeding of love The silent escape Youve got to hang on to yourself Its like the sound of winter Hang on to yourself Hang on to yourself Its like the sound of winter Its all in your face Its like the sound of winter The bleeding of love The silent escape Youve got to hang on to yourself Its like the sound of winter Its like the sound of winter Hang on to yourself Hang on to yourself,The Sound Of Winter,,
