,Song_Name,Genre,Lyrics
26,Hey,country,"[Verse 1]
Hey
Been trying to meet you
Hey
Must be a devil between us
Or whores in my head
Whores at the door
Whore in my bed
But hey
Where
Have you
Been?
If you go, I will surely die

[Chorus]
We're chained
We're chained
We're chained
We're chained
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained

[Verse 2]
""Uh!""
Said the man to the lady
""Uh!""
Said the lady to the man she adored
And the whores like a choir
Go ""Uh!"" all night
And Mary, ain't you tired of this?
""Uh!""
Is
The
Sound
That the mother makes when the baby breaks

[Chorus]
We're chained
We're chained
We're chained
We're chained
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained (chained)
We're chained"
27,You Belong With Me,country,"[Verse 1]
You're on the phone with your girlfriend, she's upset
She's going off about something that you said
'Cause she doesn't get your humor like I do
I'm in the room, it's a typical Tuesday night
I'm listening to the kind of music she doesn't like
And she'll never know your story like I do

[Pre-Chorus]
But she wears short skirts, I wear T-shirts
She's Cheer Captain and I'm on the bleachers
Dreaming about the day when you wake up and find
That what you're looking for has been here the whole time

[Chorus]
If you could see that I'm the one who understands you
Been here all along, so why can't you see?
You belong with me, you belong with me

[Verse 2]
Walking the streets with you and your worn-out jeans
I can't help thinking this is how it ought to be
Laughing on a park bench, thinking to myself
Hey, isn't this easy?
And you've got a smile that could light up this whole town
I haven't seen it in a while since she brought you down
You say you're fine, I know you better than that
Hey, whatcha doing with a girl like that?

[Pre-Chorus]
She wears high heels, I wear sneakers
She's Cheer Captain and I'm on the bleachers
Dreaming about the day when you wake up and find
That what you're looking for has been here the whole time

[Chorus]
If you could see that I'm the one who understands you
Been here all along, so why can't you see?
You belong with me
Standing by and waiting at your back door
All this time how could you not know, baby?
You belong with me, you belong with me

[Bridge]
Oh, I remember you driving to my house
In the middle of the night
I'm the one who makes you laugh
When you know you're 'bout to cry
And I know your favorite songs
And you tell me 'bout your dreams
Think I know where you belong
Think I know it's with me

[Chorus]
Can't you see that I'm the one who understands you
Been here all along, so why can't you see?
You belong with me
Standing by and waiting at your back door
All this time how could you not know, baby?
You belong with me, you belong with me

[Outro]
You belong with me
Have you ever thought just maybe
You belong with me?
You belong with me"
28,The Devil Went Down to Georgia,country,"The Devil went down to Georgia. He was lookin' for a soul to steal
He was in a bind cause he was way behind. He was willing to make a deal
When he came across this young man sawin' on a fiddle and playin' it hot
And the Devil jumped upon a hickory stump and said ""Boy, let me tell you what.""

""I bet you didn't know it, but I'm a fiddle player, too
And if you'd care to take a dare I'll make a bet with you
Now you play a pretty good fiddle, boy, but give the Devil his due
I'll bet a fiddle of gold against your soul cause I think I'm better than you.""

The boy said, ""My name's Johnny, and it might be a sin
But I'll take your bet; and you're gonna regret cause I'm the best there's ever been.""

Johnny, rosin up your bow and play your fiddle hard
Cause Hell's broke loose in Georgia and the Devil deals the cards
And if you win you get this shiny fiddle made of gold
But if you lose the devil gets your soul

The Devil opened up his case and he said, ""I'll start this show.""
And fire flew from his fingertips as he rosined up his bow
And he pulled the bow across the strings and it made an evil hiss
And a band of demons joined in and it sounded something like this:

[Demonic violin piece]

When the Devil finished, Johnny said, ""Well, you're pretty good ol' son
But sit down in that chair right there and let me show you how it's done.""

""Fire on the Mountain."" Run, boys, run!
The Devil's in the house of the rising sun;
Chicken's in the bread pan picking out dough
Granny, does your dog bite? No, child, no

[Non-demonic violin piece]

The Devil bowed his head because he knew that he'd been beat
And he laid that golden fiddle on the ground at Johnny's feet
Johnny said, ""Devil, just come on back if you ever wanna try again
Cause I've told you once--you son of a bitch--I'm the best there's ever been.""
And he played:

""Fire on the Mountain."" Run, boys, run!
The Devil's in the house of the rising sun;
Chicken's in the bread pan picking out dough
Granny, does your dog bite? No, child, no"
29,Marry Me,country,"[Verse 1]
She wants to get married, she wants it perfect
She wants her granddaddy preaching the service
And she wants magnolias out in the country
Not too many people, save her daddy some money

[Pre-Chorus 1]
Ooh, she got it all planned out
Yeah, I can see it all right now

[Chorus 1]
I'll wear my black suit, black tie, hide out in the back
I'll do a strong shot of whiskey straight out the flask
I'll try to make it through without crying so nobody sees
Yeah, she wanna get married
But she don't wanna marry me

[Verse 2]
I remember the night when I almost kissed her
Yeah, I kinda freaked out, we've been friends forever
And I'd always wonder if she felt the same way
When I got the invite, I knew it was too late

[Pre-Chorus 2]
And I know her daddy's been dreading this day
Oh, but he don't know he ain't the only one giving her away

[Chorus 1]
I'll wear my black suit, black tie, hide out in the back
I'll do a strong shot of whiskey straight out the flask
I'll try to make it through without crying so nobody sees
Yeah, she wanna get married
But she don't wanna marry me

[Bridge]
Bet she got on her dress now, welcoming the guests now
I could try to find her, get it off of my chest now
But I ain't gonna mess it up, so I wish her the best now

[Chorus 2]
So I'm in my black suit, black tie, hiding out in the back
Doing a strong shot of whiskey straight out the flask
I'll try to make it through without crying so nobody sees
Yeah, she wanna get married
Yeah, she gonna get married
But she ain't gonna marry me
Whoa, but she ain't gonna marry me, no"
30,Best Friend,country,"[Verse 1: Yelawolf]
Ain't never been much of the church type
But I believe in the last days
I walk through Hell almost every night
But I believe it's a pathway
Say boy, what you doin' with your life
With those tattoos on your face?
Say boy, you know that you'll pay the price
Well, I guess I'll see when I head that way

[Hook: Yelawolf]
To the Father, Son and Holy Spirit
I hold You nearest
My best friend, best friend
Let the trumpets blow with Your appearance
I can almost hear it
My best friend, best friend
When you wish me hell upon my soul and spirit
Behold these lyrics
I got a best friend, best friend
Yeah, I got a best friend, best friend, yeah

[Verse 2: Yelawolf]
I don't know much about Holy Bibles
But I grew up in the Bible Belt
I put my love for a woman on idle
Because I got beat with my mama's belt
But I learned from my mistakes
Try hard to respect people for what they believin' in
But if you spit on my fuckin' grave
And wish me hell, then I wish you well
I'ma send you straight up to my best friend

[Hook: Yelawolf]
To the Father, Son and Holy Spirit
I hold You nearest
My best friend, best friend
Let the trumpets blow with Your appearance
I can almost hear it
My best friend, best friend
When you wish me hell upon my soul and spirit
Behold these lyrics
I got a best friend, best friend
Yeah, I got a best friend, best friend, yeah

[Verse 3: Eminem and (Yelawolf)]
God, please would you arm me with the armor
To calm me when there's drama like Gandhi?
Could have gone the other way many times
Could have turned Dalai with the llama, but I squashed my
Beefs, and things seem to be looking decent
Recently, but don't jinx it
It's like Clint Eastwood looking for peace though
Maybe not finna enter
The priesthood, but at least should make an attempt to
Show some remorse and to be some sort of a repenter
For the people I've been a menace to
Not a preacher but a shit starter and finisher
Enter the mind of a thick skin, but a short temper
This patience of mine is thinner
Than twine is when I get attacked
So I might say something back that might offend you
So if you don't like when I rap or
What I have to say on the mic, then you
Might wanna act just like quarterbacks
And take a fuckin' hike when I snap ‘cause I'm a sinner
And I (I got a best friend, best friend)
Plus balls and intestines
And they never been yes men
They gon' tell me when I'm fuckin' up
The minute I'm ever givin' it less than
I'm about to vomit and I can feel it comin'
‘Cause failure's somethin' I can barely stomach
And I only listen to my gut
So unless you're my fuckin' belly button, don't tell me nothin'
You ain't my (best friend, best friend)
Who you think I'm talkin' 'bout?
Lifts me up when I'm down and out
Still look to him without a doubt
Still got a (best friend, best friend)
Shout it out like there's never been a louder mouth
Should have never been allowed a mouth
Now that I got a higher power
Now when I blackout, power outage {Oww!}
They powerless, but they crowd around
They tend to flock like shepherds
The black sheep, but I be the worst thing
That these motherfuckers ever heard when I'm counted out
You'll be D-O-A, they'll announce
But pronounce you dead when they sound it out
So prepare for a rival, your arch enemy surrounds you now
He's all around you {Blaow!}
Not even the doctors at the hospital
Are gonna shiggy-shock you back to life
It's im-piggy-possible to revive you
That's word to the Diggy Doc
Stiggy-stoppin' is not an option, somethin' I'm not gonna do
I'm the Iggy Pop of hip-hop when I walk in the booth
Dawg, I'm the truth, like Biggie rockin' with 2Pac in a suit
Talkin' to Proof droppin' a deuce
Fill up a syllable clip like a refillable script, cock it and shoot
And who you think's my Glock that I use?
That I pull from to get my strength up against these haters
And he'll be waitin' at the gate when you get sprayed up
Sendin' you hoes straight up to deal with my (best friend)

[Hook: Yelawolf]
To the Father, Son and Holy Spirit
I hold You nearest
My best friend, best friend
Let the trumpets blow with Your appearance
I can almost hear it
My best friend, best friend
When you wish me hell upon my soul and spirit
Behold these lyrics
I got a best friend, best friend
Yeah, I got a best friend, best friend, yeah"
31,Love Me Tender,country,"[Verse 1]
Love me tender
Love me sweet
Never let me go
You have made my life complete
And I love you so

[Verse 2]
Love me tender
Love me true
All my dreams fulfilled
For my darling I love you
And I always will

[Verse 3]
Love me tender
Love me long
Take me to your heart
For it's there that I belong
And we'll never part

[Verse 4]
Love me tender
Love me dear
Tell me you are mine
I'll be yours through all the years
Till the end of time

[Verse 5]
(When at last my dreams come true
Darling this I know
Happiness will follow you
Everywhere you go)"
32,All Along The Watchtower,country,"[Verse 1]
""There must be some way out of here""
Said the joker to the thief
""There's too much confusion
I can't get no relief
Businessmen, they drink my wine
Plowmen dig my earth
None of them along the line
Know what any of it is worth""

[Verse 2]
""No reason to get excited""
The thief, he kindly spoke
""There are many here among us
Who feel that life is but a joke
But you and I, we've been through that
And this is not our fate
So let us not talk falsely now
The hour is getting late""

[Verse 3]
All along the watchtower
Princes kept the view
While all the women came and went
Barefoot servants too

[Verse 4]
Outside, in the distance
A wildcat did growl
Two riders were approaching
The wind began to howl"
33,Slow Burn,country,"[Verse 1]
Born in a hurry, always late
Haven't been early since '88
Texas is hot, I can be cold
Grandma cried when I pierced my nose
Good in a glass, good on green
Good when you're putting your hands all over me

[Chorus]
I'm alright with a slow burn
Taking my time, let the world turn
I'm gonna do it my way, it'll be alright
If we burn it down and it takes all night
It's a slow burn, yeah

[Verse 2]
In Tennessee, the sun's goin' down
But in Beijing, they're heading out to work
You know the bar down the street don't close for an hour
We should take a walk and look at all the flowers

[Chorus]
'Cause I'm alright with a slow burn
Taking my time, let the world turn
I'm gonna do it my way, it'll be alright
If we burn it down and it takes all night
It's a slow burn

[Bridge]
Whatever feels good

[Outro]
Old soul, waiting my turn
I know a few things, but I still got a lot to learn
So I'm alright with a slow burn, slow burn, slow burn
I'm alright with a slow burn"
34,Before He Cheats,country,"[Verse 1]
Right now, he's probably slow dancing
With a bleached-blond tramp
And she's probably getting frisky
Right now, he's probably buying her some fruity little drink
Cause she can't shoot whiskey
Right now, he's probably up behind her with a pool-stick
Showing her how to shoot a combo
And he don't know

[Hook]
That I dug my key into the side of his
Pretty little souped up four-wheel drive
Carved my name into his leather seats
I took a Louisville slugger to both headlights
Slashed a hole in all four tires
Maybe next time he'll think before he cheats

[Verse 2]
Right now, she's probably up singing some
White-trash version of Shania karaoke
Right now, she's probably saying ""I'm drunk""
And he's a thinking that he's gonna get lucky
Right now, he's probably dabbing on
Three dollars worth of that bathroom polo
Oh, and he don't know

[Hook]
That I dug my key into the side of his
Pretty little souped up four-wheel drive
Carved my name into his leather seats
I took a Louisville slugger to both headlights
Slashed a hole in all four tires
Maybe next time he'll think before he cheats

[Bridge]
I might've saved a little trouble for the next girl
Cause the next time that he cheats
Oh, you know it won't be on me
No, not on me

[Hook]
Cause I dug my key into the side of his
Pretty little souped up four-wheel drive
Carved my name into his leather seats
I took a Louisville slugger to both headlights
Slashed a hole in all four tires
Maybe next time he'll think before he cheats
Oh, maybe next time he'll think before he cheats

[Outro]
Oh, before he cheats"
35,All Too Well,country,"[Verse 1]
I walked through the door with you, the air was cold
But something 'bout it felt like home somehow and I
Left my scarf there at your sister's house
And you've still got it in your drawer, even now
Oh, your sweet disposition
And my wide-eyed gaze
We're singing in a car getting lost Upstate
The autumn leaves falling down like pieces into place
And I can picture it after all these days

[Pre-Chorus]
And I know it's long gone, and that magic's not here no more
And I might be okay, but I'm not fine at all

[Chorus]
'Cause there we are again on that little town street
You almost ran the red 'cause you were looking over at me
Wind in my hair, I was there, I remember it all too well

[Verse 2]
Photo album on the counter
Your cheeks were turning red
You used to be a little kid with glasses in a twin-sized bed
And your mother's telling stories 'bout you on the tee ball team
You taught me about your past thinking your future was me

[Pre-Chorus]
And I know it's long gone, and there was nothing else I could do
And I forget about you long enough to forget why I needed to

[Chorus]
'Cause there we are again in the middle of the night
We're dancing round the kitchen in the refrigerator light
Down the stairs, I was there, I remember it all too well, yeah

[Bridge]
And maybe we got lost in translation
Maybe I asked for too much
But maybe this thing was a masterpiece
'Till you tore it all up
Running scared, I was there, I remember it all too well
And you call me up again just to break me like a promise
So casually cruel in the name of being honest
I'm a crumpled up piece of paper lying here
'Cause I remember it all, all, all... too well

[Verse 3]
Time won't fly it's like I'm paralyzed by it
I'd like to be my old self again
But I'm still trying to find it
After plaid shirt days and nights when you made me your own
Now you mail back my things and I walk home alone
But you keep my old scarf from that very first week
'Cause it reminds you of innocence and it smells like me
You can't get rid of it, 'cause you remember it all too well, yeah

[Chorus]
Because there we are again when I loved you so
Back before you lost the one real thing you've ever known
It was rare, I was there, I remember it all too well

[Outro]
Wind in my hair, you were there, you remember it all
Down the stairs, you were there, you remember it all
It was rare, I was there, I remember it all too well"
36,Begin Again,country,"[Verse 1]
Took a deep breath in the mirror
He didn't like it when I wore high heels
But I do
Turn the lock and put my headphones on
He always said he didn't get this song but I do, I do
Walked in expecting you'd be late
But you got here early and you stand and wave
I walk to you
You pull my chair out and help me in
And you don't know how nice that is but I do

[Chorus]
And you throw your head back laughing like a little kid
I think it's strange that you think I'm funny 'cause he never did
I've been spending the last eight months
Thinking all love ever does is break and burn and end
But on a Wednesday in a cafe, I watched it begin again

[Verse 2]
You said you never met one girl who
Had as many James Taylor records as you
But I do
We tell stories and you don't know why I'm coming off a little shy
But I do

[Chorus]
And you throw your head back laughing like a little kid
I think it's strange that you think I'm funny 'cause he never did
I've been spending the last eight months
Thinking all love ever does is break and burn and end
But on a Wednesday in a cafe, I watched it begin again

[Bridge]
And we walked down the block, to my car
And I almost brought him up
But you start to talk about the movies
That your family watches every single Christmas
And I want to talk about that
And for the first time what's past is past

[Chorus]
'Cause you throw your head back laughing like a little kid
I think it's strange that you think I'm funny 'cause he never did
I've been spending the last eight months
Thinking all love ever does is break and burn and end
But on a Wednesday in a cafe, I watched it begin again
But on a Wednesday in a cafe, I watched it begin again"
37,Get Along,country,"[Verse 1]
A man wearin' a t-shirt, says ""Virginia is for lovers""
Had a Bible in his left hand and a bottle in the other
He says ""All you're really given is the sunshine and your name""
We both started laughin' when the sky started to rain

[Chorus]
Get along, on down the road
We've got a long long way to go
Scared to live, scared to die
We ain't perfect but we try
Get along while we can
Always give love the upper hand
Paint a wall, learn to dance
Call your mom, buy a boat
Drink a beer, sing a song
Make a friend, can't we all get along

[Verse 2]
Saw a model on a billboard, 1-800 get to know me
Wondered was she photoshopped, or were her eyes really that lonely?
Did she leave her hometown thinkin' she'd end up in L.A.?
Did she break down in the desert and get stuck beside the highway?

[Chorus]
Get along, on down the road
We've got a long long way to go
Scared to live, scared to die
We ain't perfect but we try
Get along while we can
Always give love the upper hand
Paint a wall, learn to dance
Call your mom, buy a boat
Drink a beer, sing a song
Make a friend, can't we all get along

[Bridge]
We find out when you die the keys to heaven can't be bought
We still don't know what love is but we sure know what it's not
Sometimes you got to

[Chorus]
Get along, on down the road
We've got a long long way to go
Scared to live, scared to die
We ain't perfect but we try
Get along while we can
Always give love the upper hand
Paint a wall, learn to dance
Call your mom, buy a boat
Drink a beer, sing a song
Make a friend, can't we all get along"
38,Jailhouse Rock,country,"[Verse 1:]
The warden threw a party in the county jail
The prison band was there and they began to wail
The band was jumping and the joint began to swing
You should've heard those knocked out jailbirds sing

[Chorus:]
Let's rock, everybody, let's rock
Everybody in the whole cell block
Was dancing to the Jailhouse Rock

[Verse 2:]
Spider Murphy played the tenor saxophone
Little Joe was blowing on the slide trombone
The drummer boy from Illinois went crash, boom, bang
The whole rhythm section was the Purple Gang

[Chorus:]
Let's rock, everybody, let's rock
Everybody in the whole cell block
Was dancing to the Jailhouse Rock

[Verse 3:]
Number forty-seven said to number three
""You're the cutest jailbird I ever did see
I sure would be delighted with your company
Come on and do the Jailhouse Rock with me""

[Chorus:]
Let's rock, everybody, let's rock
Everybody in the whole cell block
Was dancing to the Jailhouse Rock

[Verse 4:]
The sad sack was a sitting on a block of stone
Way over in the corner weeping all alone
The warden said, ""Hey, buddy, don't you be no square
If you can't find a partner use a wooden chair""

[Chorus:]
Let's rock, everybody, let's rock
Everybody in the whole cell block
Was dancing to the Jailhouse Rock

[Verse 5:]
Shifty Henry said to Bugs, ""For Heaven's sake
No one's looking, now's our chance to make a break""
Bugsy turned to Shifty and he said, ""Nix nix
I want to stick around a while and get my kicks.""

[Chorus:]
Let's rock, everybody, let's rock
Everybody in the whole cell block
Was dancing to the Jailhouse Rock"
39,Fire and Rain,country,"[Verse 1]
Just yesterday morning, they let me know you were gone
Suzanne, the plans they made put an end to you
I walked out this morning and I wrote down this song
I just can't remember who to send it to

[Chorus]
I've seen fire and I've seen rain
I've seen sunny days that I thought would never end
I've seen lonely times when I could not find a friend, but I always thought that I'd see you again

[Verse 2]
Won't you look down upon me, Jesus
You've got to help me make a stand
You've just got to see me through another day
My body's aching and my time is at hand and I won't make it any other way

[Chorus]
Oh, I've seen fire and I've seen rain
I've seen sunny days that I thought would never end
I've seen lonely times when I could not find a friend, but I always thought that I'd see you again

[Verse 3]
Been walking my mind to an easy time, my back turned towards the sun
Lord knows when the cold wind blows it'll turn your head around
Well, there's hours of time on the telephone line to talk about things to come
Sweet dreams and flying machines in pieces on the ground

[Chorus]
Oh, I've seen fire and I've seen rain
I've seen sunny days that I thought would never end
I've seen lonely times when I could not find a friend
But I always thought that I'd see you baby, one more time again, now

[Outro]
Thought I'd see you one more time again
There's just a few things coming my way this time around, now
Thought I'd see you, thought I'd see you, fire and rain, now"
40,State of Grace,country,"[Verse 1]
I'm walking fast through the traffic lights
Busy streets and busy lives
And all we know is touch and go
We are alone with our changing minds
We fall in love till it hurts or bleeds, or fades in time

[Chorus]
And I never saw you coming
And I’ll never be the same

[Verse 2]
You come around and the armor falls
Pierce the room like a cannon ball
Now all we know, is don’t let go
We are alone just you and me
Up in your room and our slates are clean
Just twin fire signs, four blue eyes

So you were never a saint
And I've loved in shades of wrong
We learn to live with the pain
Mosaic broken hearts
But this love is brave and wild

[Chorus]
And I never saw you coming
And I’ll never be the same

[Bridge]
This is a state of grace
This is the worthwhile fight
Love is a ruthless game
Unless you play it good and right
These are the hands of fate
You’re my Achilles heel
This is the golden age of something good
And right and real

[Chorus]
And I never saw you coming
And I’ll never be the same
And I never saw you coming
And I’ll never be the same

[Outro]
This is a state of grace
This is a worthwhile fight
Love is a ruthless game
Unless you play it good and right"
41,High Horse,country,"[Verse 1]
Oh, I bet you think you're John Wayne
Showing up and shooting down everybody
You're classic in the wrong way
And we all know the end of the story

[Pre-Chorus]
'Cause everyone knows someone who kills the buzz
Every time they open up their mouth
Yeah, everyone knows someone who knows someone
Who thinks they're cooler than everybody else

[Chorus]
And I think we've seen enough, seen enough
To know that you ain't ever gonna come down
So, why don't you giddy up, giddy up
And ride straight out of this town
You and your high horse
You and your high horse

[Verse 2]
I bet you think you're first place
Yeah, someone should give you a ribbon
And put you in the hall of fame
For all the games that you think that you're winning

[Pre-Chorus]
'Cause everyone knows someone who kills the buzz
Every time they open up their mouth
Yeah, everyone knows someone who knows someone
Who thinks they're cooler than everybody else

[Chorus]
And I think we've seen enough, seen enough
To know that you ain't ever gonna come down
So, why don't you giddy up, giddy up
And ride straight out of this town
You and your high horse
You and your high horse

[Bridge]
Darling, you take the high horse and I'll take the high road
If you’re too good for us, you’ll be good riding solo

[Chorus]
Yeah, I think we've seen enough, seen enough
To know that you ain't ever gonna come down
So, why don't you giddy up, giddy up
And ride straight out of this town
You and your high horse
You and your high horse
High horse
You ain’t ever gonna come down
You ain’t ever gonna come down"
42,Lovesick Blues (Walmart yodeling kid),country,"[Pre-Chorus]
Hey lord I don't know what I'll do
All I do is sit and sigh, oh lord
The last long day she said goodbye
Well lord, I thought I would cry

[Chorus]
She'll do me, she'll do you, she's got that kind of loving
Lord I love to hear her when she calls me sweet daddy
Such a beautiful dream
I hate to think it's all over;
I lost my heart it seems
I've grown so used to you somehow
But I'm nobody's sugar daddy now
And I'm lonesome
I got the lovesick blues

[Verse]
Well I'm in love, I'm in love with a beautiful gal
That's what's the matter with me
I'm In love, I'm in love with a beautiful gal
But she don't care about me
And I tried and tried to keep her satisfied
But she just wouldn't stay
So now that she is leaving
This is all I can say
I got a feeling called the blues, oh lord
Since my baby say goodbye

[Pre-Chorus]
Hey lord I don't know what I'll do
All I do is sit and sigh, oh lord
The last long day she said goodbye
Well lord, I thought I would cry

[Chorus]
She'll do me, she'll do you, she's got that kind of loving
Lord I love to hear her when she calls me sweet daddy
Such a beautiful dream
I hate to think it's all over;
I lost my heart it seems
I've grown so used to you somehow
But I'm nobody's sugar daddy now
And I'm lonesome
I got the lovesick blues"
43,Million Reasons,country,"[Verse 1]
You're giving me a million reasons to let you go
You're giving me a million reasons to quit the show
You're givin' me a million reasons
Give me a million reasons
Givin' me a million reasons
About a million reasons

If I had a highway, I would run for the hills
If you could find a dry way, I'd forever be still
But you're giving me a million reasons
Give me a million reasons
Givin' me a million reasons
About a million reasons

[Chorus]
I bow down to pray
I try to make the worst seem better
Lord, show me the way
To cut through all his worn out leather
I've got a hundred million reasons to walk away
But baby, I just need one good one to stay

[Verse 2]
Head stuck in a cycle, I look off and I stare
It's like that I've stopped breathing, but completely aware
'Cause you're giving me a million reasons
Give me a million reasons
Givin' me a million reasons
About a million reasons

And if you say something that you might even mean
It's hard to even fathom which parts I should believe
'Cause you're giving me a million reasons
Give me a million reasons
Givin' me a million reasons
About a million reasons

[Chorus]
I bow down to pray
I try to make the worst seem better
Lord, show me the way
To cut through all his worn out leather
I've got a hundred million reasons to walk away
But baby, I just need one good one to stay

[Bridge]
Hey, ehh, ehh, eyy
Baby I'm bleedin', bleedin'
Stay, ehh, ehhy
Can't you give me what I'm needin', needin'
Every heartbreak makes it hard to keep the faith
But baby, I just need one good one
Good one, good one, good one, good one, good one

[Chorus]
When I bow down to pray
I try to make the worst seem better
Lord, show me the way
To cut through all his worn out leather
I've got a hundred million reasons to walk away
But baby, I just need one good one, good one
Tell me that you'll be the good one, good one
Baby, I just need one good one to stay"
44,Safe & Sound,country,"[Verse 1: Taylor Swift]
I remember tears streaming down your face
When I said I'll never let you go
When all those shadows almost killed your light
I remember you said don't leave me here alone
But all that's dead and gone and passed tonight

[Hook: Taylor Swift with Joy Williams of the Civil Wars backup]
Just close your eyes
The sun is going down
You'll be all right
No one can hurt you now
Come morning light
You and I'll be safe and sound

[Verse 2: Taylor Swift with John Paul White of the Civil Wars backup]
Don't you dare look out your window
Darling, everything's on fire
The war outside our door keeps raging on
Hold on to this lullaby
Even when the music's gone
Gone

[Hook]
Just close your eyes
The sun is going down
You'll be all right
No one can hurt you now
Come morning light
You and I'll be safe and sound

[Bridge: Taylor Swift with the Civil Wars backup]

[Hook]
Just close your eyes
You'll be all right
Come morning light
You and I'll be safe and sound

[Outro: Taylor Swift with the Civil Wars backup]
Ooh, ooh, ooh, ooh oh oh[repeat 'til fade]"
45,If I Die Young,country,"[Intro]
If I die young, bury me in satin
Lay me down on a bed of roses
Sink me in the river at dawn
Send me away with the words of a love song
Oh-oh, oh-oh

[Verse 1]
Lord make me a rainbow I'll shine down on my mother
She'll know I'm safe with you
When she stands under my colors
Oh and life ain't always what you think it ought to be, no
Ain't even gray but she buries her baby
The sharp knife of a short life
Well I've had just enough time

[Chorus]
If I die young, bury me in satin
Lay me down on a bed of roses
Sink me in the river at dawn
Send me away with the words of a love song

[Pre-Chorus]
The sharp knife of a short life
Well, I've had just enough time

[Verse 2]
And I'll be wearing white when I come into your kingdom
I'm as green as the ring on my little cold finger
I've never known the lovin' of man
But it sure felt nice when he was holdin' my hand
There's a boy here in town, says he'll love me forever
Who would have thought forever could be severed by

[Pre-Chorus]
The sharp knife of a short life
Well, I've had just enough time

[Bridge]
So put on your best boys, and I'll wear my pearls
What I never did is done
A penny for my thoughts—oh no, I'll sell 'em for a dollar
They're worth so much more after I'm a goner
And maybe then you'll hear the words I've been singin'
It's funny when you're dead how people start listenin'

[Chorus]
If I die young, bury me in satin
Lay me down on a bed of roses
Sink me in the river at dawn
Send me away with the words of a love song

[Outro]
Ooh, ooh, the ballad of a dove
Go with peace and love
Gather up your tears, keep 'em in your pocket
Save 'em for a time when you're really gonna need 'em
Oh, the sharp knife of a short life
Well, I've had just enough time
So put on your best boys, and I'll wear my pearls"
46,Need You Now,country,"[Verse 1: Hillary Scott]
Picture perfect memories
Scattered all around the floor
Reachin' for the phone 'cause
I can't fight it anymore

[Pre-Chorus: Hillary Scott]
And I wonder if I ever cross your mind
For me it happens all the time

[Chorus: Band]
It's a quarter after one, I'm all alone and I need you now
Said I wouldn't call, but I lost all control and I need you now
And I don't know how I can do without
I just need you now

[Verse 2: Charles Kelley]
Another shot of whiskey
Can't stop lookin' at the door
Wishing you'd come sweeping
In the way you did before

[Pre-Chorus: Hillary Scott + Charles Kelley]
And I wonder if I ever cross your mind
For me it happens all the time

[Chorus:Band]
It's a quarter after one, I'm little drunk and I need you now
Said I wouldn't call, but I lost all control and I need you now
And I don't know how I can do without
I just need you now

[Bridge: Hillary Scott + Charles Kelley]
Yes, I'd rather hurt than feel nothin' at all

[Chorus: Hillary Scott + Charles Kelley + Band]
It's a quarter after one, I'm all alone and I need you now
And I said I wouldn't call, but I'm a little drunk and I need you now
And I don't know how I can do without, I just need you now

[Outro: Hillary Scott]
I just need you now
Oh, baby, I need you now"
47,Coming Home,country,"[Verse 1: Keith Urban]
I wake up feeling, in my soul I'm
Living someone else's life
I'm turnin' into concrete, harder than these city streets
But no one even cares if I'm alive

[Pre-Chorus: Keith Urban]
I gotta get it right, mmm
Get it right, mmm mmm

[Chorus: Keith Urban]
There's a place that I know where they all know me
I gotta get back now to the ones who love me
Wrap myself around you, never let you go
There's nothin' in the world that feels like
The place that I know where they all know me
I gotta get back now to the ones who love me
Wrap myself around you, never let you go
There's nothin' in the world that feels like
Coming home, home, home, mmm
Coming home

[Verse 2: Keith Urban]
My mind's heavy and I can't sleep, not even a memory
Is good enough to get me through the night, mmm
I'm longin' for the real thing, people who know the real me
And all the ways to love me back to life

[Pre-Chorus: Keith Urban]
Mmm, I gotta get it right, ooh, yeah
Get it right, ooh, yeah

[Chorus: Keith Urban]
There's a place that I know where they all know me
I gotta get back now to the ones who love me
Wrap myself around you, never let you go
There's nothin' in the world that feels like
The place that I know where they all know me
I gotta get back now to the ones who love me
Wrap myself around you, never let you go
There's nothin' in the world that feels like
Coming home, home, home, mmm
Coming home, home, home, mmm
Coming home

[Bridge: Julia Michaels and Keith Urban]
Yeah I know it's only one call away but it's not the same
Yeah I know it's only one call away but it's not the same (just not the same)
Yeah I know it's only one call away but it's not the same (just not the same)
Yeah I know it's only one call away but it's not the same

[Chorus: Keith Urban and Julia Michaels]
There's a place that I know where they all know me
I gotta get back now to the ones who love me (oh, baby)
Wrap myself around you, never let you go
There's nothin' in the world that feels like (hey!)
The place that I know where they all know me
I gotta get back now to the ones who love me
Wrap myself around you, never let you go (yeah!)
There's nothin' in the world that feels like
Coming home

[Outro: Keith Urban and Julia Michaels]
(Nothin' in the world)
I'm feeling lost in all the madness
(Nothin' in the world that feels like I'm)
I need somewhere to ease my mind
Coming home (comin' home)
These sidewalks filled with different faces (ooh-hoo)
So many places but there's none like mine
Coming home"
