Song Name,Genre,Lyrics
杏花雨纷纷,古风,"《杏花雨纷纷》
✿
词曲/编曲/演唱：洪尘
✿
雨纷纷，窗外芭蕉窗里人
一声声，淋湿三春梦难成
老酒家又开了门
小酌两杯三盏听雨声
✿
天濛濛，吹面不寒杨柳风
牧笛声，烟雨里有谁在等
盼一场杏花雨
留得你我在此相逢
✿
嗒嘀嗒滴，等
嗒嘀嗒滴，等
嗒嘀嗒滴，等
嗒嘀嗒滴，等
......
END
收起"
杏花弦外雨,古风,"作曲 : 潇梦临
作词 : 若紫鸢
编曲：潇梦临

演唱：CRITTY、司夏_西国之海妖

和声：CRITTY

后期：珊瑚

妖:流莺悄飞近船侧 伴桨声低语浅说

柳梢沾绿了烟波 绕堤三分春色

旧书翻入寻常调 隔岸依稀吴越歌

反复着几回啼笑 往来几段离合



妖:有书生翩翩风流 有佳人独坐楼阁

有一日擦肩而过 惹来两情脉脉

诗文里风月渐浓 只不见天长地久

心事落在琴弦外 又与谁轻轻说



CC:说那年烟雨空濛 杏花船摇摆而过

过谁家楼台 一声弦歌拂落

妖:他素白衣着 山水间几程远游

堪折 何折 年年柳色



CC:当柳梢下的集句 尽数流过眼底

拈一缕春风浅浅作序

待到行间字里

再不是眼前朝夕

曲中人早已离题



妖:当一阵阵临窗雨 洗旧那时心绪

曲中人远隔千里万里

不知不觉的停笔

留下余韵待续

就在那片烟波外 淡成了迤逦



妖：后来事不知如何 那佳人还在楼阁

独对着雨帘萧瑟 一字一句斟酌

诗文里风月残留 不经意换了角色

陈词落在琴弦外 还有谁轻轻说



妖：说那年烟雨空濛 杏花船摇摆而过

过谁家楼台 一声弦歌落寞

CC:她等过几番 绵绵飞絮亦白头

空折 还折 年年柳色



妖：当柳梢下的集句 尽数流过眼底

拈一缕春风浅浅作序

CC：待到行间字里

再不是眼前朝夕

曲中人早已离题



合：当一阵阵临窗雨 洗旧那时心绪

曲中人远隔千里万里

不知不觉的停笔

留下余韵待续

就在那片烟波外 淡成了迤逦

收起"
桃花扇,古风,"近花外楼 柳下舟 词一首 花满袖
那 女儿家 心事让 两眉羞
绸缎与折扇的凭肩游
谁又笑涡红透 哦
暮雨入画 将离愁 绘入这 纸深秋
将 那陈词 也唱出 了新愁
那日你折尽长安的柳
有明月怕登楼 愁不肯休

诗意散落在街头 诗人在城市漂流
虚荣是个杀手 无形引诱只需个借口
谁在意送的红豆 虽是你整个宇宙
天长地久今生竟然变成了 片甲不留
有没有勇气远走 带着满身的伤口
王侯将相看透 夜半饮酒消不尽那愁
通往长安的码头 精致用词为谁侯
谁是香君解释持子之手
近花外楼 柳下舟 词一首 花满袖
那 女儿家 心事让 两眉羞
绸缎与折扇的凭肩游
谁又笑涡红透 哦
暮雨入画 将离愁 绘入这 纸深秋
将 那陈词 也唱出 了新愁
那日你折尽长安的柳
有明月怕登楼 愁不肯休

昆曲唱段：世间何物似情浓
RAP：霓虹灯闪如春昼春情散不收
谁还会演绎长相厮守 用生命演奏
扇面诗成为她的宇宙 到死不肯放手
今生有谁泪为此流 我要穿越千年不回头
对你笑着挥挥右手 让你等了好久
丢失在前世的行李 是否今生已忘记
那场书院细雨如你呼吸 与何人说起
桃花扇唯美诗句 我学戏隔世望你
千年的等候今生终再续
近花外楼 柳下舟 词一首 花满袖
那 女儿家 心事让 两眉羞
绸缎与折扇的凭肩游
谁又笑涡红透 哦
暮雨入画 将离愁 绘入这 纸深秋
将 那陈词 也唱出 了新愁
那日你折尽长安的柳
有明月怕登楼 愁不肯休
再回长安酒意里你笑送我诗四句
只愿梦不醒满城柳絮纷飞 管我是谁
近花外楼 柳下舟 词一首 花满袖
那 女儿家 心事让 两眉羞
绸缎与折扇的凭肩游
谁又笑涡红透 哦
暮雨入画 将离愁 绘入这 纸深秋
将 那陈词 也唱出 了新愁
那日你折尽长安的柳
有明月怕登楼 愁不肯休
收起"
醉人间,古风,"作曲 : 灰色
作词 : 千叶君少
醉人间
演唱：灰色&樱哚哚
作词：千叶君少
作曲/编曲：灰色
和声：灰色
混缩：奶妈月
三月画楼谁将光阴锦绣
清明雨后淡去经年旧愁
琴声东流辗转唐宋几秋
初见你的巷口
云淡风轻依旧
岁月悠悠
飘渺在身后
一纸眷念等浓墨浸透
提笔书尽这一生所求
是谁错牵谁的手
是谁吻上谁眉头
城外戏里再回首
千年随梦流走
一朝一夕词一首
一开一落是一秋
天上月下情不朽
人间多少风流

月明九州为谁温一壶酒
冬至重游醉见你的温柔
雪落城头一路走到白首
为你默然放手
明日天涯尽头
岁月悠悠
飘渺在身后
一纸眷念等浓墨浸透
提笔书尽这一生所求
是谁错牵谁的手
是谁吻上谁眉头
城外戏里再回首
千年随梦流走
一朝一夕词一首
一开一落是一秋
天上月下情不朽
人间多少风流
再回首 岁月悠悠
收起"
瑶琴【少司命】,古风,"作曲 : willen
作词 : willen
我轻拂瑶琴徽位间对弈
琴枕在右轮指偏左移
月落又乌啼帘外轻纱衣
朦胧心事讲给谁听

青山觅知音流水和一曲
一望青阶却留不住马蹄
松竹也叹息七弦弹空音
琴弦细腻

起身寻却寻不见踪影
觥筹错难忘昨夜的小雨
心事付瑶琴你在耳旁听
梦里从此恋绝句
转身寻怕寻不到踪迹
杯盏换你只恋瑶琴的曲
一眼又万里 梧桐镶玉
余音婉绕 可瑶池却无人听


我轻拂瑶琴徽位间对弈
琴枕在右轮指偏左移
月落又乌啼帘外轻纱衣
朦胧心事讲给谁听

青山觅知音流水和一曲
一望青阶却留不住马蹄
松竹也叹息七弦弹空音
琴弦细腻

起身寻却寻不见踪影
觥筹错难忘昨夜的小雨
心事付瑶琴你在耳旁听
梦里从此恋绝句
转身寻怕寻不到踪迹
杯盏换你只恋瑶琴的曲
一眼又万里 梧桐镶玉
余音婉绕 可瑶池却无人听

起身寻却寻不见踪影
觥筹错难忘昨夜的小雨
心事付瑶琴你在耳旁听
梦里从此恋绝句
转身寻怕寻不到踪迹
杯盏换你只恋瑶琴的曲
一眼又万里 梧桐镶玉
余音婉绕 可瑶池却无人听
收起"
苏州城外的微笑,古风,"作曲 : 后弦
作词 : 后弦
繁花似锦我写不够
城墙布满你的哀愁
举棋不定的船头
要刮向哪一个港口
落花死去也曾温柔
送别要把光阴没收
苦涩的诗能解酒
长恨歌勉强送一口
拈来的景色，沿纸伞涂抹
天空那朵云最沉默

是爱的暗涌

你的微笑 藏不住一夜的苍老
我的拥抱，拦不住最后的一秒
你的回答，像无比刺骨的温暖
爱退潮，谁能料，是微笑，画下句号
（城外你的微笑，掩盖一夜的苍老，
明知道拥抱拦不住感情最后的一秒
画布上面的野草，恨爱恨不得火烧
颜料难预料第几次画下的句号。
繁花似锦我写不够
城墙布满你的哀愁

举棋不定的船头
要刮向哪一个港口

落花死去也曾温柔
送别要把光阴没收
苦涩的诗能解酒
长恨歌勉强送一口
拈来的景色，沿纸伞涂抹
天空那朵云最沉默

是爱的暗涌
你的微笑 藏不住一夜的苍老
我的拥抱，拦不住最后的一秒
你的回答，像无比刺骨的温暖
爱退潮，谁能料，是微笑，画下句号
（上有呀天堂，下呀远去残影纷落苏杭。）
（半遮的脸庞，满城的忧伤，断线的卷珠帘纷落。）

你的微笑 藏不住一夜的苍老
我的拥抱，拦不住最后的一秒
你的回答，像无比刺骨的温暖
爱退潮，谁能料，是微笑，画下句号

画下句号~~~
收起"
西塘夜话,古风,"作曲 : Winky诗
作词 : 贰哲
编曲/后期：Winky诗
轻敲檀板听戏起
我借酒家炉火 烫一壶与你
从戏初至云岫依稀
你未说一字 却是为之入迷
听船家咿呀呢喃
是我不曾听过的风流世间
你却将它画于纸伞
说等烟雨时
伞下便是歌中流年
提笔添草色入画间
缺一抹春时烈艳
我研墨等你画幅江南夜
你却将伞换清茶两盏
夜雨落岸边青石板
挂红灯门扉轻掩
纸伞是你画的哪一年
却是我喜的山花烂漫

听船家咿呀呢喃
是我不曾听过的风流世间
你却将它画于纸伞
说等烟雨时
伞下便是歌中流年
提笔添草色入画间
缺一抹春时烈艳
我研墨等你画幅江南夜
你却将伞换清茶两盏
夜雨落岸边青石板
挂红灯门扉轻掩
纸伞是你画的哪一年
却是我喜的山花烂漫
提笔添草色入画间
缺一抹春时烈艳
我研墨等你画幅江南夜
你却将伞换清茶两盏
夜雨落岸边青石板
挂红灯门扉轻掩
纸伞是你画的哪一年
却是我喜的山花烂漫

收起"
画舫烟中浅,古风,"作曲 : Pig小优
作词 : Ming.明
编曲：Pig小优
后期：Pig小优
演唱：Pig小优
美工：张小喵【这个工作室】
小基地QQ群号：271285131
踏红船 繁华似人间
灯火熙攘祈愿
手中红线姻缘 何时现
薄雾小雨润如烟 灯中画舫烟中浅

这尘缘 如惊鸿一面
谁家翩翩少年
桥边白衣如纤 印心间
这世间情话誓言 不抵这柔情一眼

步儿缓 红绳缠
石桥边 灯火染
杯中仙 促长谈
舷外雨声人言难断
已成烟 已消散
化作春意满

晚来风寒心却暖三两杯酒后情又添
暮鼓丝弦声声慢有佳人舞纤纤
研磨提笔在画卷眉目间流转
细雨婵娟

醉卧画舫听雨眠一场梦无言
窗外依旧喧怎转眼桥上人不见
回眸深处看细雨茫茫如烟
苦了思念

步儿缓 红绳缠
石桥边 灯火染
杯中仙 促长谈
舷外雨声人言难断
已成烟 已消散
化作春意满

晚来风寒心却暖三两杯酒后情又添
暮鼓丝弦声声慢有佳人舞纤纤
研磨提笔在画卷眉目间流转
细雨婵娟

醉卧画舫听雨眠一场梦无言
窗外依旧喧怎转眼桥上人不见
回眸深处看细雨茫茫如烟
苦了思念

青山乌蓬伴流年繁华多阑珊
刹那嫣然笑款款镌刻在画中仙
满纸柔情过指尖笔墨笑意染
长袖翩翩

醉卧画舫听雨眠一场梦无言
窗外依旧喧怎转眼桥上人不见
回眸深处看水中""喜""字红残
倒了人间


收起"
"踏歌寻方
新倩女魅方同人",古风,"三月春风带酒香
野花私藏麦芽糖
骑鹿且走且偷尝
听着谁弹小曲儿却又不肯卖唱
提了灯笼寻远方
云从白昼走到月光
自诩本是俊秀少年郎
琴声悠悠扬扬笑我荒唐
弦上声声如梦令
古寺晚钟过客惊梦一场
轻挑烛火讲着魑魅魍魉
偏又笑的邪魅张狂
想壶有酒茶有香
江湖有风浪却袖无银两
抛来酒肉说做打赏
谢有歌有我有湖光

三月春风带酒香
野花私藏麦芽糖
骑鹿且走且偷尝
听着谁弹小曲儿却又不肯卖唱
提了灯笼寻远方
云从白昼走到月光
自诩本是俊秀少年郎
琴声悠悠扬扬笑我荒唐
弦上声声如梦令
古寺晚钟过客惊梦一场
轻挑烛火讲着魑魅魍魉
偏又笑的邪魅张狂
想壶有酒茶有香
江湖有风浪却袖无银两
抛来酒肉说做打赏
谢有歌有我有湖光

收起"
画中仙,古风,"我怎么舍得看不见
那一张清秀完美的脸
雨点掉落下来打湿整个屋檐
你淋湿站在我左边
你美的像幅泼墨画中的仙
我靠近递你一张手绢
你突然的笑了道谢说得腼腆
骤雨停了你就这样越走越远
青石板的马路边那离别似空间
勾起我不断对你的思念
倘若雨势再蔓延
能再多看你几眼
现唯借手绢吻你的脸
泪水划过我唇边
笔墨挥洒宣纸砚
刻画出对你无尽的思念
如果还能在雨天遇见
可否能邀画中的仙赏花儿月圆
你美的像幅泼墨画中的仙
我靠近递你一张手绢
你突然的笑了道谢说得腼腆
骤雨停了你就这样越走越远
青石板的马路边那离别似空间
勾起我不断对你的思念
倘若雨势再蔓延
能再多看你几眼
现唯借手绢吻你的脸
泪水划过我唇边
笔墨挥洒宣纸砚
刻画出对你无尽的思念
如果还能在雨天遇见
可否能邀画中的仙赏花儿月圆
青石板的马路边那离别似空间
勾起我不断对你的思念
倘若雨势再蔓延
能再多看你几眼
现唯借手绢吻你的脸
泪水划过我唇边
笔墨挥洒宣纸砚
刻画出对你无尽的思念
如果还能在雨天遇见
可否能邀画中的仙赏花儿月圆
收起"
卢沟晓月,古风,"作曲 : 后弦
作词 : 后弦

微风别水静澜
城外秋蝉吟唱
灯阑珊 下弦弯
挂夜空一盏

月色下你眼眶
追忆仍静静流淌
趁拂晓前踱一首故乡
卢沟的月弯弯勿忘那年的残缺
醒来石狮为你把守那份思念
九州明月满满洒下终于还了圆
你皎洁 以倒影无声慰藉

从此毋须离别

狼烟去山河暖
月满城楼登上
百年砖 压不弯
烧窑人脊梁
月色下你眼眶
追忆仍静静流淌
趁拂晓前踱一首故乡

卢沟的月弯弯勿忘那年的残缺
醒来石狮为你把守那份思念
九州明月满满洒下终于还了圆
你皎洁 以倒影无声慰藉
从此毋须离别

卢沟的月弯弯勿忘那年的残缺
醒来石狮为你把守那份思念
九州明月满满洒下终于还了圆
你皎洁 以倒影无声慰藉
从此毋须离别
收起"
秦淮八艳,古风,"秦淮八艳
翻唱：玄觞、玉采田、竹桑、凌之轩、冥月、妖扬、渡辞、司夏
策划：左木修
作词：小狐狸
曲编：逍遥仙
混缩：亦北
玄觞：
秦淮歌遍彻
八艳才名平秋色

（柳如是）佳句杯中游
歌舞自风流
如是风光不知愁
一曲新词 一壶酒
浮光掠影过 花间袖
玉采田：
（李香君）十里烟雨重重 灯花逐水流
盛庭华筵依旧
琵琶声色悠悠 香扇桃花绣
新辞一阕为君奏
竹桑：
（卞云裳）落笔行云走 文史古今通
歌绝画栏百花动
浮华转瞬空 青灯素裳亦惊鸿
凌之轩：
（董小宛）小楼醉春红 乱世宛如梦
一缕香魂半生零落
琴声乱 未成曲调 先诉情浓
冥月：
金陵舞四方
八绝共赏满庭芳

（陈圆圆）佳人翘盼首 翠阁下帘钩
霓裳水袖妙歌喉
花好月圆 宫墙柳
舞绝秦淮岸 醉王侯
妖扬：
（寇白门）青山白云幽幽 相思曲不休
今朝红尘看透
朱门车马匆匆 再登金陵楼
黄粱一梦情难留
渡辞：
（马湘兰）醉点金钗瑠 湘裙敛温柔
从来欢歌绕画梁
何必惹愁肠 素手妙笔添兰芳
司夏：
（顾眉生）江湖名远扬 眉楼玉生香
侠骨柔肠艳冠八方
待君归 金玉满堂 鸳鸯成双

收起"
兰亭序,古风,"作曲 : 周杰伦
兰亭临帖 行书如行云流水
月下门推 心细如你脚步碎
忙不迭 千年碑易拓 却难拓你的美
真迹绝 真心能给谁
牧笛横吹 黄酒小菜有几碟
夕阳余晖 如你的羞怯似醉
摹本易写 而墨香不退与你共留余味
一行朱砂 到底圈了谁
无关风月 我题序等你回
悬笔一绝 那岸边浪千叠
情字何解 怎落笔都不对
而我独缺 你一生的了解
弹指岁月 倾城顷刻间烟灭
青石板街 回眸一笑你婉约
恨了没 你摇头轻叹 谁让你蹙着眉
而深闺 徒留胭脂味
人雁南飞 转身一瞥你噙泪
掬一把月 手揽回忆怎么睡
又怎么会 心事密缝绣花鞋针针怨对
若花怨蝶 你会怨着谁
无关风月 我题序等你回
悬笔一绝 那岸边浪千叠
情字何解 怎落笔都不对
而我独缺 你一生的了解
无关风月 我题序等你回
手书无愧 无惧人间是非
雨打蕉叶 又潇潇了几夜
我等春雷 来提醒你爱谁
收起"
红尘客栈,古风,"作曲 : 周杰伦
作词 : 方文山
编曲：黄雨勋

天涯的尽头是风沙
红尘的故事叫牵挂
封刀隐没在寻常人家 东篱下
闲云野鹤古刹
快马在江湖里厮杀
无非是名跟利放不下
心中有江山的人岂能快意潇洒
我只求与你共华发
剑出鞘恩怨了 谁笑
我只求今朝拥你入怀抱
红尘客栈风似刀
骤雨落宿命敲
任武林谁领风骚
我却只为你折腰
过荒村野桥寻世外古道
远离人间尘嚣
柳絮飘 执子之手逍遥

檐下窗棂斜映枝桠
与你席地对座饮茶
我以工笔画将你牢牢地记下
提笔不为风雅
灯下叹红颜近晚霞
我说缘份一如参禅不说话
你泪如梨花洒满了纸上的天下
爱恨如写意山水画
剑出鞘恩怨了 谁笑
我只求今朝拥你入怀抱
红尘客栈风似刀
骤雨落宿命敲
任武林谁领风骚
我却只为你折腰
过荒村野桥寻世外古道
远离人间尘嚣
柳絮飘 执子之手逍遥

任武林谁领风骚
我却只为你折腰
你回眸多娇我泪中带笑
酒招旗风中萧萧
剑出鞘恩怨了
收起"
"东流
动画《狐妖小红娘 第一季、二季》片尾曲",古风,"作曲 : m.86
作词 : ediq

女：指尖上的凤尾蝶

它说天亮就要远去
去追寻你停留的天地

纵一生短如潮汐

男：别临摹书中传奇
古往传奇多少别离
我只是不经意 遇到了你
恰好落的雨
又恰好依偎在一起
这样多好
管它世易时移

女：若此情赋予东流兮
不予逃避
千山万水因你不过毫厘
也不惧风雨
男：披星戴月未曾唏嘘
此情不渝
所谓入迷
天赐良缘与你

女：夏河桥逆游的鱼

三世孤寂自言自语
它曾在芦苇渡见过你

暮风中背着长笛

男：世上事扑朔迷离
多少段得不离不弃
越情之所至越会起涟漪
合：恰好落的雨
又恰好依偎在一起
这样多好
管它世易时移

女：若此情赋予东流兮
不予逃避
千山万水因你不过毫厘
也不惧风雨
男：披星戴月未曾唏嘘
此情不渝
合：难得入迷
天赐良缘与你

女：难得入迷
天赐良缘与你
收起"
烟火莲灯,古风,"作曲 : 简吟
作词 : 简吟
谁用花针挑起了斜夕
在雕花楼中晒着白衣
纷繁洛阳城里 尽飞拜月曲
新月上处华灯如雨
夕日晴暮照空墨云起
敛眸轻合忆写浮萍
以针线绘芙蕖 未成思故曲
倚檀木吹一腔短笛
穿过灯火明灭的街巷
人家檐下燕声已静谧
檐上清香晚起 煨炊烟几缕
描云水一线残霞低
在鹊桥下看潮落潮起
红烛秋光晕染丝雨
采撷夜色几滴 拭去了别离
七夕碧霄尽显绮丽
窗里你对灯火吹短笛
窗外我隔小门犹戏语
开小轩挽流袖研墨轻提笔
画出你远山眉黛低
曾少年意气怒马鲜衣
策马洛城春风丽
曾醉笙歌看繁华十丈皆如水
千里莲灯回首尽独你举案与眉齐
络角星河长何必细数
回首你在灯火阑珊处
任雨打灯坛惹祈月衣袖湿
静驻此宵无法移步
沽酒何迟正月衔杯底
与你醉客话佳期
轩窗木阁扑流萤 且听秋渐稀
我读花灯诉芬芳不息 如梦中读你
有一帘故事落在梦里
记载的笔泛着书卷气
词中金风玉露 胜人间无数
词外人间烟火迷离
河东是我对月慕几许
河西是你为月提笔
叩门静听戏语 任凉风吹衣
喜开妆镜为你祈语
窗里我对灯火吹短笛
窗外你隔小门犹戏语
开小轩挽流袖研墨轻提笔
画出你远山眉黛低
涉过繁华十丈皆如水
我不见良人如玉
洛阳城金风玉露胜人间无数
独见小村烟火的清逸
你举案眉齐
络角星河长何必细数
回首你在灯火阑珊处
任雨打灯坛惹祈月衣袖湿
静驻此宵无法移步
望你门前执扇笑对我
笔落滴墨皆轻付
都说两情若长 何须在乎朝暮
我读花灯诉芬芳不止
如读你一幕
收起"
与君歌,古风,"作曲 : Tony_ms/零兮
作词 : 零兮
编曲：Tony_ms
玄觞：茫茫然天地间过客
将风月化音律铭刻
待到双鬓斑驳 还记得
那曾经年少的执着
晃儿：古有高山流水相合
方知破琴绝弦的不舍
世间知音难寻
三生有幸可得
邀明月 共聚此刻
玄觞：唱一曲只等你和
（晃儿：这一曲只为你和）
玄觞：唱尽云开月落
（晃儿：唱尽光阴如梭）
玄觞：满腔情向谁诉说
（晃儿：寄情于弦为何）
玄觞：今宵有你亦有歌（晃儿：亦有歌）
玄觞：纵使流年苦乐
（晃儿：纵使流年苦乐）
玄觞：相随相惜不言多 因你懂我（晃儿：你懂我）
玄觞：漫漫时光丝竹伴着（晃儿：丝竹伴着）
合：无畏日月蹉跎
玄觞：古有高山流水相合
方知破琴绝弦的不舍
合：世间知音难寻
三生有幸可得
邀明月 共聚此刻
玄觞：唱一曲只等你和
（晃儿：这一曲只为你和）
玄觞：唱尽悲欢离合
（晃儿：唱尽喜怒哀乐）
玄觞：初心许下的承诺
（晃儿：不负天真你我）
玄觞：总会有人记得（晃儿：会记得）
[玄觞：不问世事因果
（晃儿：不问世事因果）
玄觞：相随相惜不言多 因你懂我（晃儿：你懂我）
玄觞：漫漫时光丝竹伴着（晃儿：丝竹伴着）
合：无畏日月蹉跎
玄觞：唱一曲只等你和
（晃儿：这一曲只为你和）
玄觞：唱尽云开月落
（晃儿：唱尽光阴如梭）
玄觞：满腔情向谁诉说
（晃儿：寄情于弦为何）
玄觞：今宵有你亦有歌（晃儿：亦有歌）
玄觞：纵使流年苦乐
（晃儿：纵使流年苦乐）
玄觞：相随相惜不言多 因你懂我（晃儿：你懂我）
玄觞：漫漫时光丝竹伴着（晃儿：丝竹伴着）
合：无畏日月蹉跎

古筝：猛虎蔷薇（@墨虎蔷薇）
混音：Tony_ms（@陈禹TONY_MS）
收起"
红妆,古风,"作曲 : papaw泡泡
作词 : 南岐
混音：Mr.鱼
二胡：弹棉花的GG
三月来,纷纷杏花满春园
小池边,落一瓣坠在眉间
等风拂过,帘内几缕炉烟
对镜懒理红妆,情丝结成红线
恰是好时节,鸟雀飞过屋檐
穿过这,深深翠幕的庭院
我猜想它,会否衔来信笺
随墨痕浅淡,停驻在我窗前
落花藏一纸离人怨
却明知隔川遥相看
依稀在梦里,听不太真切
是谁还在唱着明月啊共婵娟
若说此生相逢在人间
只怕是一场空挂牵
放不下思念,留不住时间
却要如何许下誓言,勾勒永远
多年前三月,也是杏花满园
小池边,一瓣坠在你眉间
风轻拂过,帘外草木蔓延
细藏的思念,连成了红线
来去春秋的时节,鸟雀飞过屋檐
听莺声百啭,亭轩青枝半掩
萤窗前台案,还有盈暗香的信笺
薄云更长夜,何必偷换流年
素手起翠袖, 想来慵整曼曼
梨花缀鬓发, 缠绵霏雨淡淡
为你理红妆, 月下芳菲也依然
遣别离愁, 两心同处自难断
挑灯回看
落花藏一纸归人眷
也应知相逢执手看
梦里身是客, 听不太真切
是谁还在唱着明月啊共婵娟
若说此生相逢在人间
怎会是一场空挂牵
忘记那思念,忽略这时间
与你红尘同行并肩勾勒永远
收起"
竹枝词,古风,"谁藏身杨柳青青江水边
烟雨朦胧渐浮现
谁转身脚步翩翩如画卷
许一场紫陌尘缘
谁执笔描绘江南杏花天
一种相思 两处牵连

杨柳青青江水平
闻郎江上踏歌声
东边日出西边雨
道是无晴却有晴

谁身着罗裳独自上兰舟
看天边白云悠悠
谁说落花有意流水无情
花随水走水载花流
谁相思昨日送你的红豆
才下眉头 又上心头

杨柳青青江水平
闻郎江上踏歌声
东边日出西边雨
道是无晴却有晴

杨柳青青江水平
闻郎江上踏歌声
东边日出西边雨
道是无晴却有晴
收起"
青花瓷,古风,"素胚勾勒出青花笔锋浓转淡
瓶身描绘的牡丹一如你初妆
冉冉檀香透过窗心事我了然
宣纸上走笔至此搁一半
釉色渲染仕女图韵味被私藏
而你嫣然的一笑如含苞待放
你的美一缕飘散
去到我去不了的地方
天青色等烟雨 而我在等你
炊烟袅袅升起 隔江千万里
在瓶底书汉隶仿前朝的飘逸
就当我为遇见你伏笔
天青色等烟雨 而我在等你
月色被打捞起 晕开了结局
如传世的青花瓷自顾自美丽你眼带笑意

色白花青的锦鲤跃然於碗底
临摹宋体落款时却惦记著你
你隐藏在窑烧里千年的秘密
极细腻犹如绣花针落地
帘外芭蕉 惹骤雨门环惹铜绿
而我路过那江南小镇惹了你
在泼墨山水画里
你从墨色深处被隐去
天青色等烟雨 而我在等你
炊烟袅袅升起 隔江千万里
在瓶底书汉隶仿前朝的飘逸
就当我为遇见你伏笔
天青色等烟雨 而我在等你
月色被打捞起 晕开了结局
如传世的青花瓷自顾自美丽 你眼带笑意
天青色等烟雨 而我在等你
炊烟袅袅升起 隔江千万里
在瓶底书汉隶仿前朝的飘逸
就当我为遇见你伏笔
天青色等烟雨 而我在等你
月色被打捞起 晕开了结局
如传世的青花瓷自顾自美丽 你眼带笑意

收起"
花满楼,古风,"雁南飞 前方的路惹得人憔悴
落叶坠 心底合适才能浪力推
百花美 没有你的红颜也是罪
吻露水 那冰凉的感觉是回味

江山如画心纷飞
只等一人生死陪
强说愁容春不回
单膝跪地月已碎

我已等过花开满楼 你怎么还不归
等过秋凉星转百斗 已物是人非
我已等过残烛流泪 你怎么还不归
等过白雪覆盖夜色的美

雁南飞 前方的路惹得人憔悴
落叶坠 心底合适才能浪力推
百花美 没有你的红颜也是罪
吻露水 那冰凉的感觉是回味

江山如画心纷飞
只等一人生死陪
强说愁容春不回
单膝跪地月已碎

我已等过花开满楼 你怎么还不归
等过秋凉星转百斗 已物是人非
我已等过残烛流泪 你怎么还不归
等过白雪覆盖夜色的美



收起"
黑白小巷,古风,"院子的梧桐 那是爷爷的爷爷的沧桑
喜鹊不慌不忙 落在枝头唱的有模有样
老旧的木板房 透过了那扇格子窗
我依然记得 外婆煮的南瓜汤

先生在学堂 摇头晃脑戒尺总拿手上
三字经的篇章 我们跟着声声念的响亮
斑驳的牌坊残留断章 落款已不详
临街的酒坊 人声熙攘谁还吵着来二两

梦里的月光 洒满了回家的小巷
紧握着那些时光 可你已不在我身旁
泼墨三千丈 只能化成黑白宣张
那口大水缸 装的是旧时月光



谁家的小狗 趴在老路边享受着阳光
我眯着眼睛想 天那边究竟是啥模样
少年的脸上 怎么还写着 浅浅的忧伤
天真的姑娘 穿上新的花衣裳

梦里的月光 洒满了回家的小巷
紧握着那些时光 可你已不在我身旁
泼墨三千丈 只能化成黑白宣张
那口大水缸 装的是旧时月光

梦里的月光 洒满了回家的小巷
我把回忆放枕上 陪你走一趟
故事在流浪 伴着我的琴声悠扬
谁哼的小曲 还在青石巷 回荡
转身 消逝在烟水茫茫

收起"
隔烟水,古风,"作曲 : 王朝
作词 : Vagary
编曲：王朝
混：又又
别后相思隔烟水，菖蒲花发五云高。
——唐 元稹《寄赠薛涛》
别笑这一盅三白酒手上浇
怪你那一段拷花蓝小裙腰
纸灯再一挑散墨鬓掩唇角
桥头风和雨都静了
半卷《夜航船》载天地心海飘
桥下乌篷船灯影里睡白猫
咬唇恨一声俏冤家剪烛苗
映芙蓉越显胭脂薄 不巧
羡我伴风月将月邀
这双瞳替菱花将花照
便素面朝天有标格难描难考
茶浸白菊香婷婷复袅袅
拈块椒盐酥饼称姑嫂
此般烟水里我敢笑敢老
谁为谁放莲灯一千个今宵
谁和谁只能在弹唱里偕老
琵琶弦黯然劝醒木要轻敲
说书场先生离座了
红漆桌案上剩一裹桂花糕
故事由甜转苦絮絮知多少
粉墙黛瓦青石枕水叹徒劳
从来最美的都走得 最早
羡我伴风月将月邀
这双瞳替菱花将花照
便素面朝天有标格难描难考
茶浸白菊香婷婷复袅袅
拈块椒盐酥饼称姑嫂
此般烟水里我敢笑敢老
不是有情人不配尝寂寥
岁月滔滔模糊了寻找
忽一夜我回头你把灯挑
烟花里花光我心跳
莫非何时欠一个拥抱
那擦肩而过的风险我不敢冒
转过厅上厅 抬眼桥里桥
有人用半生等这一秒
几乎舍不得道一句叨扰
-完-
收起"
千梦,古风,"作曲 : 异新-灰原穷
作词 : 原晞
编曲/混音/和声：异新-灰原穷

（杰）画一笔，炊烟十里
依偎着，人间朝夕
（塔）故事中，原来是你
一生山水为迹

（杰）有桃之夭夭，凌风过浮生缥缈
回旋年少，不舍唱完的歌谣
（塔）你眉眼含笑，我亦多情不敢老
彼时光景正好

（杰）不见归来，相思寄于山海
（塔）风在城外，裁去春秋几载
（合）似曾是桥上轻雨伞开，你着一袭素白
回首千千对影燕徘徊


（塔）借一缕，月色如洗
点染成，相思无题
（杰）曲终后，依稀是你
从此天涯为期

（塔）兰舟催发早，执手在苏堤春晓
岁岁燕丘，策马天下知多少？
（杰）听雨花事了，春风却莫观其妙
彼时光景正好

（塔）不见归来，相思寄于山海
（杰）风在城外，裁去春秋几载
（合）似曾是桥上轻雨伞开，你着一袭素白
回首千千对影燕徘徊

（塔）举杯邀月，醉在桃溪春野
（杰）南海飞雪，吻过你的眉睫
（合）想那年树下回眸无邪，恰逢花雨未歇
一梦千千让光阴重叠


——END——
收起"
