,Artist,Lyrics,Song
68,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors","[""I torture you, take my hand through the flames\nI torture you, I'm a slave to your games\n(I‘m just a sucker for pain)\nI wanna chain you up, I wanna tie you down\nOooohh, I'm just a sucker for pain"", '[Verse 1: Ty Dolla $ign]', ""I'm a sucker for pain"", 'I got the squad tatted on me from my neck to my ankles', ""Pressure from the man got us all in rebellion\nWe gon' go to war, yeah, without failure"", ""Do it for the fam dog, ten toes down dog\nLove and the loyalty that's what we stand for"", ""Alienated by society\nAll this pressure give me anxiety\nWalk slow through the fire\nLike, who gon' try us?\nFeeling the world go against us\nSo we put the world on our shoulders"", ""I torture you, take my hand through the flames\nI torture you, I'm a slave to your games\n(I'm just a sucker for pain)\nI wanna chain you up, I wanna tie you down\nOooohh, I'm just a sucker for pain"", ""I been at it with my homies\nIt don't matter, you don't know me\nI been rollin' with my team, we the illest on the scene\nI been riding 'round the city with my squad\nI been riding 'round the city with my squad\nWe just posted, getting crazy, living like this is so amazing"", 'Hold up take a step back, when we roll up, cause I know what\nWe been loyal, we been fam, we the ones you trust in', ""Won't hesitate to go straight to your head like a concussion"", ""I know I been bussin', no discussion for my family"", ""No hesitation, through my scope I see my enemy\nLike what's up? Hold up, we finna re-load up\nYes I re-load up, I know what up, I know what up"", ""I torture you, take my hand through the flames\nI torture you, I'm a slave to your games\n(I'm just a sucker for pain)\nI wanna chain you up, I wanna tie you down\nOooohh, I'm just a sucker for pain"", '[Verse 3: Lil Wayne]', 'Uh, devoted to destruction\nA full dosage of detrimental dysfunction', ""I'm dying slow but the devil tryna rush me"", ""See I'm a fool for pain, I'm a dummy\nMight cut my head off right after I slit my throat"", 'Tongue kiss a shark, got jealous bitches up in the boat\nEating peanut butter and jelly fishes on toast\nAnd if I get stung', 'I get stoked, might choke\nLike I chewed a chunk of charcoal,', ""naked in the North Pole\nThat's why my heart cold, full of sorrow, the lost soul"", ""And only Lord knows when I'm coming to the crossroads\nSo I don't fear shit but tomorrow"", ""And I'm a sucker for pain, it ain't nuttin' but pain\nYou just fuckin' complain, you ain't tough as you claim"", ""Just stay up in your lane, just don't fuck with Lil Wayne"", ""I'ma jump from my plane or stand in front of a train\n'Cause I'm a sucker for pain"", '[Verse 4: Wiz Khalifa]', ""Used to doing bad, now we feel like we just now getting it\nAin't got no other way so we start it and finish it"", 'No pain, no gain\nNever stand down, made our own way\nNever going slow, we pick up the pace', 'This is what we wanted from a young age', ""No emotion, that's what business is\nLord have mercy on the witnesses"", ""I torture you, take my hand through the flames\nI torture you, I'm just a sucker for pain"", ""More pain\nGot me beggin', beggin', beggin', beggin', beggin', beggin'\nFor more pain\nGot me beggin', beggin', beggin', beggin', beggin', beggin'\nFor more pain\nGot me beggin', beggin', beggin', beggin', beggin', beggin'\nFor more pain\nGot me begging...""]",Sucker For Pain
69,PnB Rock,"['Balenciagas on ya kicks\nNiggas all on your dick', ""But we ain't gon' trip\n'Cause I'm not ready for no commitments, nah, nah\nBut I swear I hate seeing you wit' them"", ""Shawty I'm selfish, can't help it\nYou know, I get stuck, when you come around"", 'Pull up in the whip, tell you ""hop in with your friends\nWe gon go to my crib', 'Have my chef cook us up a dinner""', ""I ain't nothing like these lames, I swear\nName a place, I could take you there""]",Selfish
70,Big Sean,"['Sex game had her ass blowing me up (brrr)\nSex game had her ass texting me up', ""I got the moves\nI got the moves\nI'm making moves\nYou gotta move (you gotta move)"", 'She make that back move (damn)\nShe made her titties move (goddamn)', 'I make the city move (like whoa)\nI make the city move', ""I got the moves (I'm making-)\nI got the moves (I got the moves)\nI'm making moves (I'm making moves)\nYou gotta move (you gotta-)"", 'She make that back move (damn)\nShe made her titties move (goddamn)', 'I make the city move (l do)\nI make the city move (I do)', ""Look, give me the ball and I won't have to pass it"", ""I ain't passing out until I'm asthma attacking"", 'I take a plan and then I back-to-back it', 'Hit after hit, check the batting average', 'I take the work, flip it, acrobatic', 'Got a little time and a lot of talent\nDo a little talking and a lot of action', 'Seen the competition, hm, not a challenge', 'I lean, I move, I walk through in this bitch', ""Girls from law school in this bitch\nYeah, they paralegals\nBarely 21, that's very legal"", ""But they doing shit that's probably barely legal, aw, man"", ""Now your top five getting redirected\nFrom here on out, it'll be consecutive"", 'We making moves like Tarantino, like J.J. Abrams', 'Moving like Channing Tatum\nMoving like Jason Statham', ""Motherfuck the whole industry\nHalf of these niggas my mini-me's"", 'I got this bitch going off more than breaking and entering', 'You hot for a minute, me\nI make the shit that last for infinity', ""Hop in the booth, man, that shit like a gym to me, don't test the agility"", 'Silly, silly, thinking that the negativity you talking could ever fuck up the tranquility', ""Okay, okay, okay, I'm on Rodeo for the day"", 'If you owe me then you better pay your layaway, away', 'K.O', ""I got the moves\nI got the moves (whoa)\nI'm making moves\nYou gotta move (you gotta move)"", 'She make that back move (damn)\nShe made her titties move (goddamn)', 'I make the city move (like whoa)\nI make the city move', ""I got the moves (I'm making-)\nI got the moves (I got the moves)\nI'm making moves (I'm making moves)\nYou gotta move (you gotta-)"", 'She make that back move (damn)\nShe made her titties move (goddamn)', 'I make the city move (I do)\nI make the city move (yeah I do)', ""Look, I'm a Don, I'm a Don, I'm a Don (Don)"", 'I gave my whole family jobs and I take care of my Mom', ""Me and my girl been through so much, that's my partner in crime"", 'Touch any of the above, now you harder to find\nGone']",Moves
71,Rae Sremmurd,"['Know some young niggas like to swang, uhmm\nKnow some young niggas like to swang\nKnow some young niggas like to swang', 'Know some young niggas like to swang\nKnow some young niggas like to swang', 'Big bank take a little bank', ""Everyday spillin' up drank"", ""Blow away, watch it blow away\nWhen I die can't take it to the grave"", ""Don't say my name in vain"", 'Know some young niggas like to swang\nKnow some young niggas like to swang', 'Big bank take a little bank', ""I know some young niggas from the bottom\nThey'll do anything for a dollar"", 'Know some young niggas like to swang\nKnow some young niggas like to swang', 'Big bank take a little bank']",Swang
72,Drake Featuring 21 Savage,"['We got London On Da Track', ""This is all God's doin', man, you can't plan it\nBut if the devil's in the details, then I'm Satanic"", ""'Bout to take over your city and you can't stand it\nMy accountant say you sinkin' like the Titanic\nDavid Blaine last summer, man, you had to vanish"", ""I get the hits like somebody pitchin' underhanded"", ""Got my Spanish ting convinced that I know Spanish\nReally, when she get to talkin', I don't understand it"", ""You ain't own it right away, you had to wait on niggas\nMan, I'm only twenty-nine, have some patience with us\nPlus I never met nobody from my label, nigga\nI just pop up with the music then they pay a nigga, yeah"", ""Shit ain't been the same like before\nI still love it but I used to love it more"", ""FaceTime with my shawty on tour\nAnd she textin' purple hearts 'cause she know that we at war, yuh"", ""Niggas keep reachin' and dissin'\nCan't afford mistakes, not on this end\nMake me call my bros for assistance\nYou gon' make me call my bros for assistance\nNiggas keep reachin' and dissin'\nPut me in a fucked-up position (yah)\nYou gon' make me call my bros for assistance (21)\nMake me call my bro (21, uh)"", ""Baby, I'm a savage, I ain't romantic\nWhen I come around, these rapper niggas start to panic\nAnd they pockets goin' under like the Titanic"", ""Got some head last night and it was outstandin'"", ""They was hatin' on me then and they hatin' now (hatin' now)"", ""She was playin' with me then but she waitin' now (21, 21)"", ""Used to sleep inside a den, I got acres now (mansion)\nI was fightin' niggas then but I'm sprayin' now (blastin')"", ""I don't pay no mind to no sneak diss (nope)"", 'They the type to stand in line for some free shit (broke bitch)', ""She gon' make me put my bitch on call block (fuckin' up)"", ""We the ones poppin', we the ones shoppin' (21)"", ""We the one droppin' niggas, we the ones (we the ones)"", ""They the ones duckin' when them heaters come (21, 21)"", ""21 Savage a.k.a. The Reaper, huh (21)\nPussy niggas gettin' shot for all that reachin', huh (ya dig?)"", ""Niggas keep reachin' and dissin' (shut the fuck up)\nCan't afford mistakes, not on this end (count the fuck up)\nMake me call my bros for assistance (21)\nYou gon' make me call my bros for assistance (bros)\nNiggas keep reachin' and dissin' (hol' up)\nPut me in a fucked-up position (21)\nMake me call my bros for assistance\nMake me call my bro, don't"", ""I don't need love, I'm the GOAT, I just hit the beat and float"", ""And I'm sellin' out arenas but you puttin' on a show"", ""I been tryna change life around for everyone I know\n'Cause if I don't share the wealth\nThen how the fuck we supposed to grow?"", ""Mom's stressed, there's a lot of things we need\nChain smokin' in the house, it's hard to breathe\nI used to have to hit my Ts with Febreze\nJordan pull up in the TL, now I'm cheese"", 'I\'ma turn this TSX into a Benz soon\nI\'ma see a lot of blessin\'s for my friends soon\nHunnid-fifty-inch screen in my bedroom\n6\'1"", man, a nigga need some leg room', ""Shit ain't been the same like before\nThey ain't even wanna look up at the score"", ""FaceTime with my shawty on tour\nAnd she textin' purple hearts 'cause she know that we at war, yuh"", ""Niggas keep reachin' and dissin'\nCan't afford mistakes, not on this end\nMake me call my bros for assistance\nYou gon' make me call my bros for assistance\nNiggas keep reachin' and dissin'\nPut me in a fucked-up position\nMake me call my bros for assistance\nMake me call my bro, don't""]",Sneakin'
73,J. Cole,"[""[Intro]\nI guess the neighbors think I'm sellin' dope, sellin' dope\nOkay, the neighbors think I'm sellin' dope, sellin' dope\nSellin' dope, sellin' dope, sellin' dope"", ""Yeah, I don't want no picture with the president\nI just wanna talk to the man\nSpeak for the boys in the bando\nAnd my nigga never walkin' again\nApologize if I'm harpin' again\nI know these things happen often\nBut I'm back on the scene"", 'I was lost in a dream as I write this\nThe team down in Austin', ""I been buildin' me a house\nBack home in the South, ma\nWon't believe what it's costin'\nAnd it's fit for a king, right?\nOr a nigga that could sing\nAnd explain all the pain that it cost him"", ""My sixteen should've came with a coffin"", ""Fuck the fame and the fortune\nWell, maybe not the fortune\nBut one thing is for sure though\nThe fame is exhaustin'"", 'That\'s why I moved away, I needed privacy\nSurrounded by the trees and Ivy League\nStudents that\'s recruited highly\nThinkin\' ""You do you and I do me""', ""Crib has got a big 'ol back 'ol yard\nMy niggas stand outside and pass cigars\nFilled with marijuana, laughin' hard\nThankful that they friend's a platinum star"", ""In the driveway there's no rapper cars\nJust some shit to get from back and forth\nJust some shit to get from back and forth"", ""Welcome to the Sheltuh, this is pure\nWe'll help you if you've felt too insecure\nTo be the star you always knew you were"", 'Wait, I think police is at the door', ""Okay, the neighbors think I'm sellin' dope\nHm, I guess the neighbors think I'm sellin' dope sellin' dope\nThe neighbors think I'm—neighbors think I'm—"", ""(Don't follow me, don't follow me...)"", ""I think the neighbors think I'm sellin' dope"", ""(Don't follow me, don't follow me...)"", ""I guess the neighbors think I'm sellin' dope, sellin' dope\nSellin' dope, sellin' dope, sellin' dope"", 'Well motherfucker, I am', ""Some things you can't escape:\nDeath, taxes, and a ra-\n-cist society that make\nEvery nigga feel like a candidate\nFor a Trayvon kinda fate\nEven when your crib sit on a lake\nEven when your plaques hang on a wall\nEven when the president jam your tape"", 'Took a little break just to annotate', ""How I feel, damn, it's late\nI can't sleep cause I'm paranoid\nBlack in a white man territory\nCops bust in with the army guns\nNo evidence of the harm we done\nJust a couple neighbors that assume we slang\nOnly time they see us we be on the news, in chains, damn"", ""Don't follow me\nDon't follow me\nDon't follow me\nDon't follow me"", ""Okay, the neighbors think I'm sellin' dope\nHm, I guess the neighbors think I'm sellin' dope, sellin' dope\nThe neighbors think I'm...neighbors think I'm—"", ""(Don't follow me, don't follow me...)"", ""I think the neighbors think I'm sellin' dope"", ""(Don't follow me, don't follow me...)"", ""I guess the neighbors think I'm sellin' dope, sellin' dope\nSellin' dope, sellin' dope, sellin' dope"", 'Well motherfucker, I am', ""I am, I am, I am, I am\nWell, motherfucker, I am\nI think the neighbors think I'm sellin' dope\nI am, I am, I am\nWell, motherfucker, I am"", ""So much for integration\nDon't know what I was thinkin'\nI'm movin' back to south side\nSo much for integration\nDon't know what I was thinkin'\nI'm movin' back to south side""]",Neighbors
74,DJ Luke Nasty,"['Doing 80 in a 60 fuck a ticket', ""I just left the club and I'm 'bout to make a play I'm on the way (way)\nShe told me that she cooking I said gone and make a plate\nI'm on the way aye ya ya ya (4x)"", 'You know you on my mind', 'She looked at me like Nyla\nSaid nigga why you lying', 'That grown women shit\nMight as well add some wine', 'Lowkey we was like Bonnie and Clyde baby', ""Them feelings inside do you remember the times baby\nRemember we used to vibe baby\nYou roll it up and I used to drive baby\nYou light it up and I gripped your thigh baby\nAye, just tell me it's mine baby"", ""Park in the visitor so you won't get towed"", ""Doing 80 in a 60 fuck a ticket\n'Cause I ain't had that pussy in a minute (in a minute)""]",OTW
75,Post Malone Featuring 21 Savage,"['Hahahahaha', 'Tank God', ""I've been fuckin' hoes and poppin' pillies\nMan, I feel just like a rockstar (star, ayy, ayy)"", ""All my brothers got that gas\nAnd they always be smokin' like a Rasta ('sta)"", ""Fuckin' with me, call up on a Uzi\nAnd show up, man, them the shottas ('tas)\nWhen my homies pull up on your block\nThey make that thing go grrra-ta-ta-ta (ta, pow, pow, pow, ayy, ayy)"", 'Switch my whip, came back in black\nI\'m startin\' sayin\', ""Rest in peace to Bon Scott"" (Scott, ayy)', ""Close that door, we blowin' smoke\nShe ask me light a fire like I'm Morrison ('son, ayy)\nAct a fool on stage\nProlly leave my fuckin' show in a cop car (car, ayy)"", 'Shit was legendary\nThrew a TV out the window of the Montage', ""Cocaine on the table, liquor pourin', don't give a damn"", 'Dude, your girlfriend is a groupie, she just tryna get in\nSayin\', ""I\'m with the band"" (ayy, ayy)\nNow she actin\' outta pocket, tryna grab up on my pants\nHundred bitches in my trailer say they ain\'t got a man\nAnd they all brought a friend (yeah, ayy, ayy, ayy)', ""I've been fuckin' hoes and poppin' pillies\nMan, I feel just like a rockstar (star, ayy, ayy)"", ""All my brothers got that gas\nAnd they always be smokin' like a Rasta ('sta)"", ""Fuckin' with me, call up on a Uzi\nAnd show up, man, them the shottas ('tas)\nWhen my homies pull up on your block\nThey make that thing go grrra-ta-ta-ta (ta, pow, pow, pow)"", ""I've been in the Hills fuckin' superstars\nFeelin' like a popstar (21, 21, 21)"", ""Drankin' Henny,"", ""bad bitches jumpin' in the pool\nAnd they ain't got on no bra (bra)"", 'Hit her from the back, pullin\' on her tracks\nAnd now she screamin\' out, ""¡No más!"" (yeah, yeah, yeah)', 'They like, ""Savage, why you got a twelve car garage\nAnd you only got six cars?"" (21)', ""I ain't with the cakin', how you kiss that? (kiss that?)"", ""Your wifey say I'm lookin' like a whole snack (big snack)"", 'Green hundreds in my safe, I got old racks (old racks)\nL.A. bitches always askin\', ""Where the coke at?"" (21, 21)', ""Livin' like a rockstar, smash out on a cop car"", 'Sweeter than a Pop-Tart, you know you are not hard', ""I done made the hot chart, 'member I used to trap hard"", ""Livin' like a rockstar, I'm livin' like a rockstar (ayy)"", ""I've been fuckin' hoes and poppin' pillies\nMan, I feel just like a rockstar (star, ayy, ayy)"", ""All my brothers got that gas\nAnd they always be smokin' like a Rasta ('sta, yeah, yeah, yeah, yeah)"", ""Fuckin' with me, call up on a Uzi\nAnd show up, man, them the shottas ('tas)\nWhen my homies pull up on your block\nThey make that thing go grrra-ta-ta-ta (ta, grrra-ta-ta-ta-ta)"", 'Star, star, rockstar, rockstar, star\nRockstar\nRockstar, feel just like a rock...\nRockstar\nRockstar\nRockstar\nFeel just like a...']",Rockstar
76,G-Eazy Featuring A$AP Rocky & Cardi B,"['If I hit it two times then I like her', ""It ain't safe, it ain't safe, it ain't safe, it ain't safe"", 'Ayy, yeah, fuck with me and get some money\nYeah, ayy, fuck with me and get some money\nAyy, yeah, fuck with me and get some money\nAyy, yeah, fuck with G and get some money', ""No limit, I'm a fucking soldier, ayy"", ""Always lit, yeah, I'm never sober"", ""It's been three days in a row, your bitch coming over\nTold that bitch to kick rocks, she act like it's a boulder, ayy"", ""'Rari, shopping, let me, cop it"", ""She's a, bopper, homie, hoppin'"", ""Ain't no, stopping, album, dropping"", 'Got the city on fire\nBitch lying on me like she tired', 'I might have to fuck around and call Kamaiyah', 'Hoe stirring up the pot, jambalaya', 'Young Gerald', 'If I hit it two times then I like her', ""It ain't safe, it ain't safe, it ain't safe, it ain't safe"", 'Fuck him then I get some money\nFuck him then I get some money\nFuck him then I get some money\nFuck him then I get some money', 'I need tongue, I need face, give me brain, concentrate', 'Fuck the Moët, buy the Ace,', 'fuck the Ghost, drive the Wraith', ""My career takin' off, these hoes jogging in place"", 'Swear these hoes run they mouth, how these hoes out of shape?', 'Can you stop with all the subs? Bitch, I ain’t Jared', 'Grab a hand full of braids, make your nigga eat me out\nPut a white boy on Sazón, I might turn G-Eazy out', 'You know me, Cardi B, pussy poppin’ on the charts, ah, ah!', 'If I hit it two times then I like her', ""It ain't safe, it ain't safe, it ain't safe, it ain't safe"", 'Ayy, yeah, fuck with me and get some money\nYeah, ayy, fuck with me and get some money\nAyy, yeah, fuck with me and get some money\nAyy, yeah, fuck with G and get some money', ""Yeah, it ain't nice, fam\nYou can study where I'm from on my Viceland\nThis is nothing new to me, this my life, fam"", ""I can pull a million girls from a mic stand\nPull one at my show 'cause I like fans\nLater on, I got two in my night plans"", 'Man this year, I had three hundred one night stands\nKeep a Costco pack of rubbers in my night stand', ""Damn Daniel, back again with the, hah, Saint-Laurent\nAyy, they send me product, yeah, it's retarded\nAyy, this was free, ayy, bitch you bought it"", 'If I hit it two times then I like her (I like her)', ""It ain't safe, it ain't safe, it ain't safe, it ain't safe"", 'Ayy, yeah, fuck with me and get some money\nYeah, ayy, fuck with me and get some money\nAyy, yeah, fuck with me and get some money\nAyy, yeah, fuck with G and get some money']",No Limit
77,"Migos, Nicki Minaj & Cardi B","['M-M-M-Murda', 'Motorsport, yeah, put that thing in sport (skrrt, skrrt)', 'Shawty bad (bad), pop her like a cork (pop it)', ""Pull up, woo, woo, jumpin' out the court (jump)"", 'Cotton candy (drink), my cup tastes like the fair (cotton)', ""Shiftin' gears (shift), on the Nawf, get serious (serious)"", 'Face all your fears, then get at me\nHit so many donuts on them backstreets', ""Sit so high in the nosebleeds (yeah)\nFeel like I can fly, yeah\nXans, Perky, check (yeah), Bill Belichick\nTake the air out the ball, just so I can flex\nTake the air out the mall, walk in with the sacks\nTake the air out your broad (hey), now she can't go back\nXans, Perky, check (yeah), Bill Belichick\nTake the air out the ball (yeah), just so I can flex\nTake the air out the mall (hey), walk in with the sacks\nTake the air out your broad (woo, woo, woo, E)"", ""This season's Off-White come in snorted (white)"", 'Green Lamborghini a tortoise (Lambo)', ""No human being, I'm immortal (no)"", 'Patek and A.P. full of water (Patek)', 'Hundred K, I spend on my señora (racks)', 'My pinky on margarine, butter (margarine)', ""And my ears got McDonald's nuggets (ayy)"", 'Soon, as I land on the Lear (whew)', ""Piguets, they wet, tears ('guets)"", '488, hit the gears (488)', 'Suicide doors, Britney Spears', ""I'm boujee, so, bitch, don't get near (boujee)"", 'Criss Angel, make dope disappear (voilà)', ""Hit the gas, it got flames out the rears (skrrt)\nIt's a race to the bag, get the mills (hey)"", 'Ride the dick like a BMX\nNo nigga wanna be my ex (no)', 'I get up set off\nI turn Offset on\nI told him the other day\nMan, we should sell that porn', ""Same lips that be talkin' 'bout me\nIs the same lips that be ass kissin'"", ""These hoes ain't what they say they are\nAnd their pussy stank, they catfishin'"", ""Why would I hop in some beef (why?)\nWhen I could just hop in a Porsche?\nYou heard she gon' do what from who?\nThat's not a reliable source, no"", ""I'm the trap Selena"", '¡Dame más gasolina! Skrrt!', 'Motorsport, yeah, put that thing in sport (skrrt, skrrt)', ""Pull up, woo, woo, jumpin' out the court (jump)"", 'Bitches is pressed, administer mouth to mouth\nYou see them stats, you know what I am about', ""I am the champ, I'm Iron Mike in a bout"", ""Attention, I'ma need you to face front\nYou don't want smoke with me, this is a laced blunt"", ""Rap's Jackie Chan, we ain't pullin' them fake stunts"", ""My crown won't fit on your bum-ass lace fronts (uh)"", ""You bitches catchin' a fade, shout out my nigga Lil Boosie"", ""All of your friends'll be dead, you can get hit with that Uzi"", 'I call him Ricky, he say he love me like Lucy', ""This Givenchy is custom made, now you can't get it at Saks though"", ""I don't work in no office, but they copyin' and that's facts though"", ""I ain't tryna be violent, but if Nicki on it, it slaps, ho"", 'Get you lined for that paper like a loose leaf when that strap blow', ""If Quavo the QB, I'm Nick Lombardi"", 'Pull up in the space coupe, I done linked with Marty', 'I can actually afford to get a pink Bugatti', '""Ayo Nick, didn\'t you just do a hit with Gotti?""', 'That too, but my niggas send hits like Gotti', ""It's a wrap, like the things on the head of a Saudi"", 'Bitch, you my son, go and sit on the potty', ""Brand new Chanels (Chanels)\nI scuffed 'em runnin' from 12 (12)"", ""If Nicki should show me her titty\nRight hand on the Bible, I swear I won't tell (swear)"", ""If I get to play with that kitty\nI wonder how many platinums we gon' sell (albums)"", 'Pop a Perc and catch a feel (I pop one)\nNow I cannot feel the wheel (woah)', 'My chest bad, give me chills', ""And the left hand on Richard Mille (ice)\nNot the watch, but the price on the ice\nIf you don't know what that is (huh)"", 'Motorsport, yeah, put that thing in sport (skrrt, skrrt)', ""Pull up, woo, woo, jumpin' out the court (jump)"", 'Cotton candy (drink), my cup tastes like the fair (cotton)', ""Shiftin' gears (shift), on the Nawf, get serious (serious)"", ""Girl, yeah, yeah, I wish my grandma could see me (grandma)\nTake away pain, ain't easy (pain)\nThat's why I fire up a bleezy (fire)"", ""Niggas not cappin' this season""]",MotorSport
78,Lil Pump,"['Gucci gang, ooh', 'Gucci gang, ooh', 'Gucci gang, Gucci gang, Gucci gang, Gucci gang (Gucci gang)\nGucci gang, Gucci gang, Gucci gang (Gucci gang)', 'Spend three racks on a new chain (yuh)', ""I can't buy a bitch no wedding ring (ooh)\nRather go and buy Balmains (brr)"", 'Gucci gang, Gucci gang, Gucci gang (Gucci gang)\nGucci gang, Gucci gang, Gucci gang, Gucci gang (Gucci gang)\nGucci gang, Gucci gang, Gucci gang (Gucci gang)', 'Spend three racks on a new chain (huh?)', ""I can't buy no bitch no wedding ring, ooh (nope)\nRather go and buy Balmains, ayy (brr)"", 'Gucci gang, Gucci gang, Gucci gang (Gucci gang)', 'My lean cost more than your rent, ooh (it do)', 'Me and my grandma take meds, ooh (huh?)', ""Fuckin' my teacher, call it tutory (yuh)"", 'Bought some red bottoms, cost hella Gs (huh?)', 'Fuck your airline, fuck your company (fuck it!)', 'They kicked me out the plane off a percocet (brr)\nNow Lil Pump flyin\' private jet (yuh)\nEverybody scream, ""Fuck WestJet"" (fuck \'em)', ""Hunnid on my wrist, sippin' on Tech (brr)"", 'Gucci gang, Gucci gang, Gucci gang, Gucci gang (Gucci gang), Gucci gang, Gucci gang, Gucci gang (Gucci gang)', 'Spend three racks on a new chain (huh?)', ""I can't buy a bitch no wedding ring (huh?)\nRather go and buy Balmains (yuh)"", 'Gucci gang, Gucci gang, Gucci gang (Gucci gang)\nGucci gang, Gucci gang, Gucci gang, Gucci gang\nGucci gang, Gucci gang, Gucci gang (Gucci gang)', 'Spend three racks on a new chain (huh?)', ""I can't buy no bitch no wedding ring, ooh (nope)\nRather go and buy Balmains, ayy (huh?)"", 'Gucci gang, Gucci gang, Gucci gang (Gucci gang)']",Gucci Gang
79,Kendrick Lamar Featuring Zacari,"['Damn, love or lust\nDamn, all of us', ""We still lettin' it spin, y’all\nHere we go!"", '[Chorus: Zacari & Kendrick Lamar]', 'Give me a run for my money\nThere is nobody, no one to outrun me', '(Another world premiere!)', 'So give me a run for my money', ""Sippin' bubbly, feelin' lovely, livin’ lovely\nJust love me"", 'I wanna be with you, ayy, I wanna be with\nJust love me, just love me, just love\nI wanna be with you, ayy, I wanna be with\nLove me\nI wanna be with you\nLove me, just love me', ""If I didn't ride blade on curve, would you still love me?\nIf I made up my mind at work, would you still love me?"", ""Keep it a whole one hund': don't got you, I got nothin'"", ""Feelin’ like Tyson with it\nKnock it out twice, I'm with it\nOnly for the night, I’m killin'\nOnly for life, yeah, only for life, yeah\nOnly for life, let's get it"", ""Hit that shoulder lean\nI know what's comin’ over me"", ""Backstroke oversea\nI know what you need\nAlready on ten, all money come in\nAll feeling go out, this feeling don't drought\nThis party won't end"", ""If I didn't ride blade on curve, would you still love me?\nIf I made up my mind at work, would you still love me?"", ""Keep it a whole one hund': don't got you, I got nothin'"", '[Chorus: Zacari & Kendrick Lamar]', 'Give me a run for my money\nThere is nobody, no one to outrun me\nSo give me a run for my money', ""Sippin' bubbly, feelin' lovely, livin' lovely\nJust love me"", 'I wanna be with you, ayy, I wanna be with\nJust love me, just love me, just love\nI wanna be with you, ayy, I wanna be with\nLove me\nI wanna be with you\nLove me, just love me', 'Pick up the phone for me, babe', ""Bad attitude from yo' nanny\nCurves and your hips from yo' mammy"", 'Remember Gardena, I took the studio camera\nI know Top will be mad at me\nI had to do it, I want your body, your music', 'I bought the big one to prove it', ""If I didn't ride blade on curve, would you still love me?\nIf I made up my mind at work, would you still love me?"", ""Keep it a whole one hund': don't got you, I got nothin'"", '[Chorus: Zacari & Kendrick Lamar]', 'Give me a run for my money\nThere is nobody, no one to outrun me\nSo give me a run for my money', ""Sippin' bubbly, feelin' lovely, livin' lovely\nJust love me"", 'I wanna be with you, ayy, I wanna be with\nJust love me, just love me, just love me\nI wanna be with you, ayy, I wanna be with\nLove me\nI wanna be with you\nLove me, just love me']",Love.
80,6ix9ine,"['Niggas iffy, uh, Blicky got the stiffy, uh\nGot the blicky, uh, drum, it holds fifty, uh', 'Scum Gang!', ""I'll see y'all later, suuwoo!"", 'Pop these niggas like a wheelie, nigga, you a silly nigga', 'In the hood with them billy niggas and them Hoover niggas', ""You run up and they shootin' niggas, we ain't hoopin', nigga"", 'No KB, you a loser, nigga, up that uzi, nigga', 'On the stoop, crills in my drawers, your girl on my phone', ""She wanna fuck, but keep her clothes on, I only want the jaw\nMan that's really all I use her for as I kick her out the door"", ""In New York my niggas don't Milly Rock, my niggas money bop"", ""Blow a case, a nigga throwin' shots, I run 'em off they block"", 'Quarter milli in the stash box, I grinded for my spot', ""I don't fuck with no old hoes, only new hoes"", ""Put my dick in her backbone, I pass her to my bro\nI don't love her, that's a sad ho, she a bad ho"", ""I'ma fuck her, then I dash home, to the cash ho"", ""I'm on some rob a nigga shit, take a nigga bitch"", 'Do the dash in the whip, count the cash in the whip', 'I pull up with a stick, I let that shit hit', 'Shout out... but I fucked that nigga bitch', 'Niggas iffy, uh, Blicky got the stiffy, uh\nGot the blicky, uh, drum it holds fifty, uh', ""Move milli', all my niggas on fifty, uh"", 'Hit a stain, fifty bands, all hunnids', ""Spinnin' through ya block, like a pop shove-it"", ""Shoot at me I'm shootin' back, I'm gettin' buckets"", ""I ain't wanna take his life, but nigga, fuck it"", ""I'm on some rob a nigga shit, take a nigga bitch"", 'Do the dash in the whip, count the cash in the whip', 'I pull up with a stick, I let that shit hit', 'Shout out... but I fucked that nigga bitch', ""I'm on some rob a nigga shit, take a nigga bitch"", 'Do the dash in the whip, count the cash in the whip', 'I pull up with a stick, I let that shit hit', 'Shout out... but I fucked that nigga bitch', 'Scum Gang!']",Gummo
